Article,Unit,Value
Άρθρο 26,Τμήμα Ερευνών Αρχαιολογικών Έργων και Τεκμηρίωσης Δημοσίευσης και Αρχείου,"αα) Την καταγραφή των ευρισκομένων στο βυθό αρχαίων αλλά και όσων ανελκύονται, καθώς και η κατάρτιση – ενημέρωση του αναγκαίου τεκμηριωτικού αρχείου. ββ) Την οργάνωση και λειτουργία βιβλιοθήκης, καθώς 
και την τυχόν εκδοτική δραστηριότητα. γγ) Την υποστήριξη της οργάνωσης μονίμων και περιοδικών εκθέσεων, τις αποτυπώσεις και τοπογραφικές 
μελέτες, την επίβλεψη εκτέλεσης μελετών λιμενικών έργων, καθώς και τη συντήρηση και λειτουργία των πάσης 
φύσεως διοικητικών, μουσειακών και αποθηκευτικών 
εγκαταστάσεων και κτηριακών υποδομών της Εφορείας, 
σε συνεργασία, όπου απαιτείται, και με τις αρμόδιες οργανικές μονάδες της Γενικής Διεύθυνσης Αναστήλωσης, 
Μουσείων και Τεχνικών Έργων."
Άρθρο 26,Τμήμα Συντήρησης Αρχαιοτήτων και Έργων Τέχνης,"αα) Τον καθαρισμό, τη συντήρηση και την αποκατάσταση των πάσης φύσεως εναλίων αρχαιοτήτων και 
μνημείων. ββ) Τη συντήρηση και προστασία των πάσης φύσεως 
αρχαιοτήτων και την εκπόνηση των σχετικών μελετών 
συντήρησης και αισθητικής αποκατάστασής τους. γγ) Την υποστήριξη μονίμων και περιοδικών εκθέσεων, 
τη συντήρηση, αποκατάσταση και αισθητική παρουσίαση των μνημείων και πολιτιστικών αγαθών. δδ) Την εκπόνηση και αξιολόγηση μελετών συντήρησης και προστασίας αρχαιοτήτων και έργων τέχνης, την 
επίβλεψη εφαρμογής τους. εε) Την τήρηση αρχείου έργων και μελετών συντήρησης, επιστημονικών εργασιών και εργασιών τεκμηρίωσης."
Άρθρο 26,Τμήμα Διοικητικής Οικονομικής και Τεχνικής Υποστήριξης,"αα) Τη διοικητική, οικονομική, γραμματειακή υποστήριξη του έργου της Εφορείας. ββ) Τον προγραμματισμό και τον έλεγχο της φύλαξης των Μουσείων, αποθηκών αρχαίων, αρχαιολογικών 
χώρων και εν γένει αρχαιολογικών εγκαταστάσεων, την 
τήρηση και εποπτεία της φύλαξης κατά τις ημέρες των 
εξαιρέσιμων και αργιών και τη σύνταξη των σχετικών 
καταστάσεων για την αποζημίωση των προσφερομένων 
υπηρεσιών κατά τις ημέρες αυτές. γγ) Τη μέριμνα για την συντήρηση, φύλαξη και κίνηση 
των κρατικών οχημάτων και του λοιπού εξοπλισμού της 
Εφορείας. δδ) Τη διενέργεια πάσης φύσεως συμβάσεων, προμηθειών έργων, μελετών, αγαθών και υπηρεσιών τόσο 
χωρικά, όσο και στο πεδίο αρμοδιότητάς τους"
Άρθρο 27,Τμήμα Αρχαιοτήτων των Προϊστορικών και Ιστορικών Περιόδων,"αα) Τον προγραμματισμό, την τεχνική οργάνωση και 
την πραγματοποίηση σπηλαιολογικών ανασκαφών ή εν 
γένει ερευνών, για τον εντοπισμό, την εξερεύνηση, τη 
διάσωση και την προστασία των καταλοίπων που βρίσκονται μέσα στα σπήλαια. ββ) Την προώθηση της μελέτης και ανάδειξης των 
ευρημάτων σε ειδικά σπηλαιολογικά μουσεία ή σε αίθουσες άλλων δημόσιων μουσείων. γγ) Τη μέριμνα για την οργάνωση εργαστηρίου λιθοτεχνίας. δδ) Τη φροντίδα για τον ευπρεπισμό, τη διαμόρφωση 
του χώρου των σπηλαίων και του περιβάλλοντος φυσικού τοπίου, τη διατήρηση και προστασία αυτών, την επίβλεψη των διενεργουμένων ανασκαφών, τη διενέργεια 
αυτοψιών για τον εντοπισμό σπηλαίων. εε) Τη μέριμνα για την καταγραφή και την ηλεκτρονική 
καταχώρηση εγκοίλων, θέσεων και ευρημάτων, την τήρηση αρχείου φωτογραφιών, σχεδίων, χαρτών, κηρύξεων, καθώς και την οργάνωση και λειτουργία βιβλιοθήκης."
Άρθρο 27,Τμήμα Αρχαιολογικών Έργων και Μελετών Γεωλογίας και Παλαιοντολογίας,"αα) Τη μέριμνα για τεχνικά θέματα που αφορούν στην 
δι’ αυτεπιστασίας, σύμφωνα με τις ισχύουσες διατάξεις, 
τη μελέτη και εκτέλεση έργων, την αποτύπωση και τοπογράφηση, τη στερέωση, αποκατάσταση, μνημείων, 
τη διαμόρφωση και ανάδειξη αρχαιολογικών χώρων και 
μνημείων. ββ) Την εκπόνηση μουσειογραφικών μελετών. γγ) Τη συντήρηση και λειτουργία των πάσης φύσεως 
διοικητικών, μουσειακών και αποθηκευτικών εγκαταστάσεων και κτηριακών υποδομών της Εφορείας, σε συνεργασία με τις αρμόδιες υπηρεσίες της Γενικής Διεύθυνσης 
Αναστήλωσης, Μουσείων και Τεχνικών Έργων. δδ) Την κατάρτιση προτάσεων για την ένταξη νέων 
έργων σε συγχρηματοδοτούμενα προγράμματα. εε) Την τεχνική τεκμηρίωση και την έρευνα στατικών, 
αρχιτεκτονικών και γενικότερα τεχνικών ζητημάτων των 
μνημείων και τη δημοσίευση των αποτελεσμάτων της. στστ) Τον εντοπισμό, εξερεύνηση και αξιολόγηση 
σπηλαίων, καθώς και την επίβλεψη υλοποίησης μελετών 
ανάδειξης αυτών, τις γεωλογικές έρευνες και μελέτες από 
πλευράς γεωμορφολογίας, υδρογεωλογίας, παλαιοπεριβάλλοντος, ιζηματολογίας, πετρολογίας και γεωχημείας 
των σπηλαίων, τη λειτουργία Γεωλογικού Εργαστηρίου, 
τη δημιουργία Τράπεζας Πετρωμάτων, την οργάνωση 
έρευνας σε παλαιοντολογικές θέσεις, καθώς και τη μελέτη παλαιοντολογικών ευρημάτων, σπηλαίων και ανοικτών θέσεων. Επίσης, την αποτύπωση και τοπογραφική 
μελέτη των σπηλαίων και παλαιοντολογικών θέσεων, τις 
γεωτεχνικές μελέτες, στερεώσεις, διαμορφώσεις και αξιοποίηση των σπηλαίων και του περιβάλλοντος χώρου."
Άρθρο 27,Τμήμα Συντήρησης Αρχαιοτήτων και Έργων Τέχνης,"αα) Τη συντήρηση των σπηλαίων, των εντός αυτών 
ευρισκομένων αρχαιοτήτων, καθώς και των εξ’ αυτών 
προερχομένων κινητών αρχαίων. ββ) Την υποστήριξη μονίμων και περιοδικών εκθέσεων, τη συντήρηση, προστασία, αποκατάσταση και 
αισθητική παρουσίαση των μνημείων και πολιτιστικών 
αγαθών. γγ) την εκπόνηση και αξιολόγηση μελετών συντήρησης και προστασίας αρχαιοτήτων και έργων τέχνης, την 
επίβλεψη εφαρμογής τους. δδ) την τήρηση αρχείου έργων και μελετών συντήρησης, επιστημονικών εργασιών και εργασιών τεκμηρίωσης."
Άρθρο 27,Τμήμα Διοικητικής Οικονομικής και Τεχνικής Υποστήριξης,"αα) Τη διοικητική, οικονομική, γραμματειακή υποστήριξη του έργου της Εφορείας. ββ) Τον προγραμματισμό και έλεγχο της φύλαξης, ευταξίας και καθαριότητας των Μουσείων, αποθηκών αρχαίων, αρχαιολογικών χώρων και εν γένει αρχαιολογικών 
εγκαταστάσεων, την τήρηση και εποπτεία της φύλαξης 
κατά τις ημέρες των εξαιρέσιμων και αργιών και τη σύνταξη των σχετικών καταστάσεων για την αποζημίωση 
των προσφερομένων υπηρεσιών κατά τις ημέρες αυτές. γγ) Την μέριμνα για την συντήρηση, φύλαξη και κίνηση 
των κρατικών οχημάτων και του λοιπού εξοπλισμού της 
Εφορείας. δδ) Τη διενέργεια πάσης φύσεως συμβάσεων, προμηθειών έργων, μελετών, αγαθών και υπηρεσιών τόσο 
χωρικά, όσο και στο πεδίο αρμοδιότητάς τους."
Άρθρο 29,Τμήμα Συλλογής,"αα) την έρευνα, μελέτη, καταγραφή, προστασία, διάσωση, ανάδειξη, δημοσίευση, φωτογραφική τεκμηρίωση 
και προβολή των έργων γλυπτικής από λίθο. ββ) Τη χορήγηση άδειας μελέτης αρχαίων αντικειμένων, τη χορήγηση άδειας εξαγωγής μη προστατευομένων από τη νομοθεσία αντικειμένων. γγ) Τον προγραμματισμό, σχεδιασμό και οργάνωση 
αρχαιολογικών εκθέσεων (περιοδικών ή μονίμων) σε 
συνεργασία με το Τμήμα Εκθέσεων, Επικοινωνίας και 
Εκπαίδευσης, καθώς και το Τμήμα Τεχνικής Υποστήριξης και Μουσειογραφίας."
Άρθρο 29,Τμήμα Συλλογών Αγγείων Έργων Μεταλλοτεχνίας και Μικροτεχνίας,"αα) την έρευνα, μελέτη, καταγραφή, προστασία, διάσωση, ανάδειξη, δημοσίευση, φωτογραφική τεκμηρίωση και προβολή των αγγείων, ειδωλίων, κοσμημάτων, 
σφραγιδολίθων, ελεφάντινων αντικειμένων ιστορικής 
περιόδου, γυάλινων σκευών. ββ) την έρευνα, μελέτη, καταγραφή, προστασία, διάσωση, ανάδειξη, δημοσίευση, φωτογραφική τεκμηρίωση 
και προβολή των έργων μεταλλοτεχνίας του Μουσείου 
από χαλκό, άργυρο, χρυσό, σίδηρο και μόλυβδο καθώς 
και μεγάλης πλαστικής από μέταλλο. γγ) Τον προγραμματισμό, σχεδιασμό και οργάνωση 
αρχαιολογικών εκθέσεων (περιοδικών ή μονίμων) σε 
συνεργασία με το Τμήμα Εκθέσεων, Επικοινωνίας και 
Εκπαίδευσης, καθώς και το Τμήμα Τεχνικής Υποστήριξης και Μουσειογραφίας. δδ) Τη χορήγηση άδειας μελέτης αρχαίων αντικειμένων και τη χορήγηση άδειας εξαγωγής μη προστατευομένων από τη νομοθεσία αντικειμένων."
Άρθρο 29,Τμήμα Συλλογών Προϊστορικών Αιγυπτιακών Κυπριακών και Ανατολικών Αρχαιοτήτων,"αα) Την έρευνα, μελέτη, καταγραφή, προστασία, διάσωση, ανάδειξη, δημοσίευση, φωτογραφική τεκμηρίωση 
και προβολή των Προϊστορικών, Αιγυπτιακών, Κυπριακών και Ανατολικών αρχαιοτήτων ανεξαρτήτως υλικού. ββ) Τη χορήγηση άδειας μελέτης αρχαίων αντικειμένων και τη χορήγηση άδειας εξαγωγής μη προστατευομένων από τη νομοθεσία αντικειμένων γγ) Τον προγραμματισμό, σχεδιασμό και οργάνωση 
αρχαιολογικών εκθέσεων (περιοδικών ή μονίμων) σε 
συνεργασία με το Τμήμα Εκθέσεων, Επικοινωνίας και 
Εκπαίδευσης, καθώς και το Τμήμα Τεχνικής Υποστήριξης και Μουσειογραφίας."
Άρθρο 29,Τμήμα Συντήρησης Χημικών και Φυσικών Ερευνών και Αρχαιομετρίας,"αα) Τον καθαρισμό, τη συντήρηση, την αποκατάσταση 
και την αισθητική παρουσίαση των αντικειμένων του 
Μουσείου και κάθε φύσης εκθεμάτων. Επίσης την εκπόνηση μελετών συντήρησης και την υποστήριξη μονίμων 
και περιοδικών εκθέσεων. ββ) Τη μέριμνα για την καλή λειτουργία των εργαστηρίων συντήρησης αγγείων, μετάλλων, γλυπτών, εκμαγείων, οργανικών υλών, χαρτιού, αρνητικών φωτογραφιών, 
καθώς και του Εργαστηρίου Φυσικών, Χημικών Ερευνών 
και Αρχαιομετρίας. γγ) Την έρευνα για τις μεθόδους και τα υλικά συντήρησης, τη διάγνωση των μηχανισμών και των αποτελεσμάτων της φθοράς επί των αρχαίων. δδ) Την αρχαιομετρική έρευνα. εε) την εκπόνηση μελετών συντήρησης και προστασίας αρχαιοτήτων και έργων τέχνης, την επίβλεψη εφαρμογής τους. στστ) την τήρηση αρχείου έργων και μελετών συντήρησης, επιστημονικών εργασιών και εργασιών τεκμηρίωσης."
Άρθρο 29,Τμήμα Εκθέσεων Επικοινωνίας και Εκπαίδευσης,"αα) Την εκπόνηση και εφαρμογή μουσειολογικών 
μελετών και την έκθεση των αρχαίων αντικειμένων. Το 
σχεδιασμό, την οργάνωση και την παρουσίαση αρχαιολογικών, περιοδικών ή μονίμων, εκθέσεων, σε συνεργασία με τα λοιπά τμήματα του Μουσείου και τις αρμόδιες 
Διευθύνσεις της Κεντρικής Υπηρεσίας. ββ) Το σχεδιασμό, την οργάνωση, την παρουσίαση και 
αξιολόγηση εκπαιδευτικών και άλλων προγραμμάτων, 
δραστηριοτήτων και εκδηλώσεων. γγ) την επικοινωνιακή διαχείριση και προβολή των 
δράσεων του Μουσείου."
Άρθρο 29,Τμήμα Τεχνικής Υποστήριξης και Μουσειογραφίας,"αα) Τα τεχνικά έργα και τη συντήρηση των πάσης 
φύσεως εγκαταστάσεων και κτιριακών υποδομών του 
Μουσείου και των εξωτερικών χώρων του, σε συνεργασία με τις αρμόδιες Υπηρεσίες της Γενικής Διεύθυνσης 
Αναστήλωσης Μουσείων και Τεχνικών Έργων ββ) Τη διαχείριση και συντήρηση του συνόλου των 
ηλεκτρονικών, ηλεκτρολογικών και μηχανολογικών συστημάτων του Μουσείου, καθώς και ειδικών οχημάτων 
που χρησιμοποιούνται για την υποστήριξη των Η/Μ 
εγκαταστάσεων αλλά και των εκθεσιακών αναγκών του 
Μουσείου. γγ) Την τεχνική υποστήριξη των εκθέσεων του Μουσείου (μονίμων και περιοδικών), καθώς και την εκπόνηση 
των σχετικών μουσειογραφικών μελετών σε συνεργασία 
με το Τμήμα Εκθέσεων, Επικοινωνίας και Εκπαίδευσης. δδ) Τη μέριμνα ή και σύνταξη μελετών για την ωρίμανση έργων υπό ένταξη σε συγχρηματοδοτούμενα 
προγράμματα. εε) Τη φροντίδα για την καθαριότητα και ευταξία του 
Μουσείου."
Άρθρο 29,Τμήμα Διοικητικής και Οικονομικής Υποστήριξης,"αα) Τη διεκπεραίωση του συνόλου των διοικητικών 
θεμάτων, ιδίως θεμάτων προσωπικού, της αλληλογραφίας και εσωτερικής λειτουργίας, τη διεκπεραίωση των 
οικονομικών υποθέσεων, την τήρηση των στατιστικών 
δεδομένων, του πρωτοκόλλου και του αρχείου εγγράφων. ββ) Την διαχείριση συγχρηματοδοτούμενων προγραμμάτων.  γγ) Την κίνηση και συντήρηση των κρατικών οχημάτων του. δδ) τη χορήγηση αδειών ελευθέρας εισόδου στο Μουσείο, βάσει της κείμενης νομοθεσίας. εε) Τη διενέργεια πάσης φύσεως συμβάσεων, προμηθειών έργων, μελετών, αγαθών και υπηρεσιών στο πεδίο 
αρμοδιότητάς τους."
Άρθρο 30,Τμήμα Συλλογών Κεραμικής Μεταλλοτεχνίας και Μικροτεχνίας,"αα) Την έρευνα, μελέτη, καταγραφή, προστασία, διάσωση, ανάδειξη, δημοσίευση, φωτογραφική τεκμηρίωση 
και προβολή των αντικειμένων του Μουσείου που ανήκουν στις παραπάνω Συλλογές, είναι κατασκευασμένα 
από πηλό, μέταλλο, γυαλί και οργανικά υλικά και χρονολογούνται από την προϊστορική έως την υστερορωμαϊκή 
περίοδο. ββ) Τη χορήγηση άδειας μελέτης αρχαίων αντικειμένων, τη χορήγηση άδειας εξαγωγής μη προστατευομένων από τη νομοθεσία αντικειμένων. γγ) Τον προγραμματισμό, σχεδιασμό και οργάνωση 
αρχαιολογικών εκθέσεων (περιοδικών ή μονίμων) σε 
συνεργασία με το Τμήμα Εκθέσεων, Επικοινωνίας και 
Εκπαίδευσης, καθώς και το Τμήμα Τεχνικής Υποστήριξης και Μουσειογραφίας."
Άρθρο 30,Τμήμα Συλλογών Λίθινων Τοιχογραφιών και Ψηφιδωτών,"αα) Την έρευνα, μελέτη, καταγραφή, προστασία, διάσωση, ανάδειξη, δημοσίευση, φωτογραφική τεκμηρίωση 
και προβολή των αντικειμένων του Μουσείου που ανήκουν στις παραπάνω κατηγορίες και χρονολογούνται 
από την προϊστορική έως την υστερορωμαϊκή περίοδο. ββ) Τη χορήγηση άδειας μελέτης αρχαίων αντικειμένων, τη χορήγηση άδειας εξαγωγής μη προστατευομένων από τη νομοθεσία αντικειμένων. γγ) Τον προγραμματισμό, σχεδιασμό και οργάνωση 
αρχαιολογικών εκθέσεων (περιοδικών ή μονίμων) σε 
συνεργασία με το Τμήμα Εκθέσεων, Επικοινωνίας και 
Εκπαίδευσης, καθώς και το Τμήμα Τεχνικής Υποστήριξης και Μουσειογραφίας."
Άρθρο 30,Τμήμα Συντήρησης Χημικών και Φυσικών Ερευνών και Αρχαιομετρίας,"αα) Τον καθαρισμό, τη συντήρηση, την αποκατάσταση 
και την αισθητική παρουσίαση των αντικειμένων του 
Μουσείου και κάθε φύσης εκθεμάτων. ββ) Την καλή λειτουργία των εργαστηρίων συντήρησης αγγείων, μετάλλων, γλυπτών, εκμαγείων, οργανικών 
υλών, χαρτιού και αρνητικών φωτογραφιών. γγ) Την έρευνα για τις μεθόδους και τα υλικά συντήρησης και των αποτελεσμάτων τους επί των αρχαίων. δδ) Την προαγωγή της αρχαιομετρικής έρευνας. εε) Την εκπόνηση μελετών συντήρησης και προστασίας αρχαιοτήτων και έργων τέχνης, την επίβλεψη εφαρμογής τους. στστ) Την τήρηση αρχείου έργων και μελετών συντήρησης, επιστημονικών εργασιών και εργασιών τεκμηρίωσης."
Άρθρο 30,Τμήμα Εκθέσεων Επικοινωνίας και Εκπαίδευσης,"αα) Την εκπόνηση και εφαρμογή μουσειολογικών 
μελετών και την έκθεση των αρχαίων αντικειμένων. Το 
σχεδιασμό, την οργάνωση και την παρουσίαση αρχαιολογικών, περιοδικών ή μονίμων, εκθέσεων, σε συνεργασία με τα λοιπά τμήματα του Μουσείου και τις αρμόδιες 
Διευθύνσεις της Κεντρικής Υπηρεσίας. ββ) Το σχεδιασμό, την οργάνωση και την παρουσίαση 
εκπαιδευτικών και άλλων προγραμμάτων, δραστηριοτήτων και εκδηλώσεων. γγ) Την επικοινωνιακή διαχείριση και προβολή των 
δράσεων του Μουσείου."
Άρθρο 30,Τμήμα Τεχνικής Υποστήριξης και Μουσειογραφίας,"αα) Τα τεχνικά έργα και τη συντήρηση των πάσης 
φύσεως εγκαταστάσεων και κτιριακών υποδομών του 
Μουσείου και των εξωτερικών χώρων του, σε συνεργασία με τις αρμόδιες Υπηρεσίες της Γενικής Διεύθυνσης 
Αναστήλωσης Μουσείων και Τεχνικών Έργων. ββ) Τη διαχείριση και συντήρηση του συνόλου των 
ηλεκτρονικών, ηλεκτρολογικών και μηχανολογικών συστημάτων του Μουσείου, καθώς και ειδικών οχημάτων 
που χρησιμοποιούνται για την υποστήριξη των Η/Μ 
εγκαταστάσεων αλλά και των εκθεσιακών αναγκών του 
Μουσείου. γγ) Την τεχνική υποστήριξη των εκθέσεων του Μουσείου (μονίμων και περιοδικών), καθώς και την εκπόνηση 
των σχετικών μουσειογραφικών μελετών σε συνεργασία 
με το Τμήμα Εκθέσεων, Επικοινωνίας και Εκπαίδευσης. δδ) Τη μέριμνα ή και σύνταξη μελετών για την ωρίμανση έργων υπό ένταξη σε συγχρηματοδοτούμενα 
προγράμματα. εε) τη φροντίδα για την καθαριότητα και ευταξία του 
Μουσείου."
Άρθρο 30,Τμήμα Διοικητικής και Οικονομικής Υποστήριξης,"αα) Τη διεκπεραίωση του συνόλου των διοικητικών 
θεμάτων, ιδίως θεμάτων προσωπικού, της αλληλογραφίας και εσωτερικής λειτουργίας, τη διεκπεραίωση των 
οικονομικών υποθέσεων, την τήρηση των στατιστικών 
δεδομένων, του πρωτοκόλλου και του αρχείου εγγράφων. ββ) Την διαχείριση συγχρηματοδοτούμενων προγραμμάτων γγ) Την κίνηση και συντήρηση των κρατικών οχημάτων του. δδ) τη χορήγηση αδειών ελευθέρας εισόδου στο Μουσείο, βάσει της κείμενης νομοθεσίας. εε) Τη διενέργεια πάσης φύσεως συμβάσεων, προμηθειών έργων, μελετών, αγαθών και υπηρεσιών στο πεδίο 
αρμοδιότητάς τους."
Άρθρο 31,Τμήμα Προϊστορικών και Μινωικών Αρχαιοτήτων,"αα) Την έρευνα, μελέτη, καταγραφή, προστασία, διάσωση, ανάδειξη, δημοσίευση, φωτογραφική τεκμηρίωση 
και προβολή των έργων και αντικειμένων του Μουσείου, 
που χρονολογούνται στην προϊστορική εποχή (νεολιθική, προανακτορική, παλαιοανακτορική, νεοανακτορική, μετανακτορική και υπομινωική περίοδο). ββ) Τη χορήγηση άδειας μελέτης αρχαίων αντικειμένων, τη χορήγηση άδειας εξαγωγής μη προστατευομένων από τη νομοθεσία αντικειμένων. γγ) Τον προγραμματισμό, σχεδιασμό και οργάνωση 
αρχαιολογικών εκθέσεων (περιοδικών ή μονίμων) σε 
συνεργασία με το Τμήμα Εκθέσεων, Επικοινωνίας και 
Εκπαίδευσης, καθώς και το Τμήμα Τεχνικής Υποστήριξης και Μουσειογραφίας."
Άρθρο 31,Τμήμα Προκλασικών Κλασικών Ελληνιστικών και Ρωμαϊκών Αρχαιοτήτων,"αα) Την έρευνα, μελέτη, καταγραφή, προστασία, διάσωση, ανάδειξη, δημοσίευση, φωτογραφική τεκμηρίωση 
και προβολή των έργων και αντικειμένων του Μουσείου, 
που χρονολογούνται στη γεωμετρική, αρχαϊκή, κλασική, 
ελληνιστική και ρωμαϊκή περίοδο. ββ) Τη χορήγηση άδειας μελέτης αρχαίων αντικειμένων, τη χορήγηση άδειας εξαγωγής μη προστατευομένων από τη νομοθεσία αντικειμένων. γγ) Τον προγραμματισμό, σχεδιασμό και οργάνωση 
αρχαιολογικών εκθέσεων (περιοδικών ή μονίμων) σε 
συνεργασία με το Τμήμα Εκθέσεων, Επικοινωνίας και 
Εκπαίδευσης, καθώς και το Τμήμα Τεχνικής Υποστήριξης και Μουσειογραφίας."
Άρθρο 31,Τμήμα Εκθέσεων Επικοινωνίας και Εκπαίδευσης,"αα) Την εκπόνηση και εφαρμογή μουσειολογικών 
μελετών και την έκθεση των αρχαίων αντικειμένων. Το 
σχεδιασμό, την οργάνωση και την παρουσίαση αρχαιολογικών, περιοδικών ή μονίμων, εκθέσεων, σε συνεργασία με τα λοιπά τμήματα του Μουσείου και τις αρμόδιες 
Διευθύνσεις της Κεντρικής Υπηρεσίας. ββ) Το σχεδιασμό, την οργάνωση και την παρουσίαση 
εκπαιδευτικών και άλλων προγραμμάτων, δραστηριοτήτων και εκδηλώσεων. γγ) Την επικοινωνιακή διαχείριση και προβολή των 
δράσεων του Μουσείου."
Άρθρο 31,Τμήμα Συντήρησης Αρχαιοτήτων και Έργων Τέχνης,"αα) Τον καθαρισμό, τη συντήρηση, την αποκατάσταση και την αισθητική παρουσίαση των αρχαίων αντικειμένων του Μουσείου και κάθε φύσης εκθεμάτων. 
Τη μέριμνα για την καλή λειτουργία των εργαστηρίων 
συντήρησης. ββ) Την επιστημονική τεκμηρίωση όλων των εργασιών.  γγ) Την έρευνα για τις μεθόδους και τα υλικά συντήρησης. δδ) Την εκπόνηση μελετών συντήρησης και προστασίας αρχαιοτήτων και έργων τέχνης, την επίβλεψη εφαρμογής τους. εε) Την τήρηση αρχείου έργων και μελετών συντήρησης, επιστημονικών εργασιών και εργασιών τεκμηρίωσης."
Άρθρο 31,Τμήμα Τεχνικής Υποστήριξης και Μουσειογραφίας,"αα) Τα τεχνικά έργα και τη συντήρηση των πάσης 
φύσεως εγκαταστάσεων και κτιριακών υποδομών του 
Μουσείου και των εξωτερικών χώρων του, σε συνεργασία με τις αρμόδιες Υπηρεσίες της Γενικής Διεύθυνσης 
Αναστήλωσης Μουσείων και Τεχνικών Έργων. ββ) Τη διαχείριση και συντήρηση του συνόλου των 
ηλεκτρονικών, ηλεκτρολογικών και μηχανολογικών συστημάτων του Μουσείου καθώς και ειδικών οχημάτων 
που χρησιμοποιούνται για την υποστήριξη των Η/Μ 
εγκαταστάσεων αλλά και των εκθεσιακών αναγκών του 
Μουσείου. γγ) Την τεχνική υποστήριξη των εκθέσεων του Μουσείου (μονίμων και περιοδικών), καθώς και την εκπόνηση 
των σχετικών μουσειογραφικών μελετών σε συνεργασία 
με το Τμήμα Εκθέσεων, Επικοινωνίας και Εκπαίδευσης. δδ) Τη μέριμνα ή και σύνταξη μελετών για την ωρίμανση έργων υπό ένταξη σε συγχρηματοδοτούμενα 
προγράμματα. εε) Τη φροντίδα για την καθαριότητα και ευταξία του 
Μουσείου."
Άρθρο 31,Τμήμα Διοικητικής και Οικονομικής Υποστήριξης,"αα) Τη διεκπεραίωση του συνόλου των διοικητικών 
θεμάτων, ιδίως θεμάτων προσωπικού, της αλληλογραφίας και εσωτερικής λειτουργίας, τη διεκπεραίωση των 
οικονομικών υποθέσεων, την τήρηση των στατιστικών 
δεδομένων, του πρωτοκόλλου και του αρχείου εγγράφων. ββ) Τη διαχείριση συγχρηματοδοτούμενων προγραμμάτων. γγ) Την κίνηση και συντήρηση των κρατικών οχημάτων του. δδ) Τη χορήγηση αδειών ελευθέρας εισόδου στο Μουσείο, βάσει της κείμενης νομοθεσίας. εε) Τη διενέργεια πάσης φύσεως συμβάσεων, προμηθειών έργων, μελετών, αγαθών και υπηρεσιών στο πεδίο 
αρμοδιότητάς τους."
Άρθρο 32,Τμήμα Συλλογής Εικόνων Τοιχογραφιών Ψηφιδωτών Αντιγράφων Χειρογράφων Ανθιβόλων Χαρακτικών Σχεδίων Παλαιτύπων και Συλλογής Λοβέρδου,"αα) Την έρευνα, μελέτη, καταγραφή, προστασία, διάσωση, ανάδειξη, δημοσίευση, φωτογραφική τεκμηρίωση 
και προβολή των Εικόνων, Τοιχογραφιών, Ψηφιδωτών, 
Αντιγράφων, Χειρογράφων, Ανθιβόλων, Χαρακτικών, 
Σχεδίων, Παλαιτύπων και της Συλλογής Λοβέρδου του 
Μουσείου. ββ) Τη χορήγηση άδειας μελέτης αρχαίων αντικειμένων, τη χορήγηση άδειας εξαγωγής μη προστατευομένων από τη νομοθεσία αντικειμένων. γγ) Τον προγραμματισμό, σχεδιασμό και οργάνωση 
αρχαιολογικών εκθέσεων (περιοδικών ή μονίμων) σε 
συνεργασία με το Τμήμα Εκθέσεων, Επικοινωνίας και 
Εκπαίδευσης, καθώς και το Τμήμα Τεχνικής Υποστήριξης και Μουσειογραφίας."
Άρθρο 32,Τμήμα Συλλογής Γλυπτικής Ξυλογλυπτικής Κεραμικής Μικροτεχνίας Υφασμάτων και Μουσαμάδων,"αα) Την έρευνα, μελέτη, καταγραφή, προστασία, διάσωση, ανάδειξη, δημοσίευση, φωτογραφική τεκμηρίωση και προβολή των έργων Γλυπτικής, Ξυλογλυπτικής, 
Κεραμικής, Μικροτεχνίας, Υφασμάτων και Μουσαμάδων 
του Μουσείου. ββ) Τη χορήγηση άδειας μελέτης αρχαίων αντικειμένων, τη χορήγηση άδειας εξαγωγής μη προστατευομένων από τη νομοθεσία αντικειμένων. γγ) Τον προγραμματισμό, σχεδιασμό και οργάνωση 
αρχαιολογικών εκθέσεων (περιοδικών ή μονίμων) σε 
συνεργασία με το Τμήμα Εκθέσεων, Επικοινωνίας και 
Εκπαίδευσης, καθώς και το Τμήμα Τεχνικής Υποστήριξης και Μουσειογραφίας."
Άρθρο 32,Τμήμα Συντήρησης Αρχαιοτήτων και Έργων Τέχνης,"αα) Τον καθαρισμό, τη συντήρηση, την αποκατάσταση 
και την αισθητική παρουσίαση των αντικειμένων του 
Μουσείου και κάθε φύσης εκθεμάτων. ββ) Τα εργαστήρια συντήρησης (εικόνας, τοιχογραφίας, γλυπτικής, ξυλογλυπτικής, κεραμικής και μικροτεχνίας, χαρτιού, υφάσματος και μουσαμά). γγ) Την επιστημονική τεκμηρίωση των εργασιών συντήρησης. δδ) Την έρευνα για τις μεθόδους και τα υλικά συντήρησης. εε) Την εκπόνηση μελετών συντήρησης και προστασίας αρχαιοτήτων και έργων τέχνης, την επίβλεψη εφαρμογής τους. στστ) Την τήρηση αρχείου έργων και μελετών συντήρησης, επιστημονικών εργασιών και εργασιών τεκμηρίωσης."
