Article,Unit,Value
Άρθρο 12,Τμήμα Διαχείρισης Υλικού Υποδομών και Διοικητικής Μέριμνας,"α) την καταγραφή και 
παρακολούθηση των περιουσιακών στοιχείων, τη διαχείριση, διακίνηση και λογιστική παρακολούθηση του 
υλικού εν γένει του Υπουργείου και τη λειτουργία των 
αποθηκών υλικού, σε συνεργασία με το Τμήμα Β’ της Διεύθυνσης Λειτουργίας Οριζόντιων Συστημάτων, Εκτυπώσεων, Λειτουργικής Υποστήριξης και Υποστήριξης 
Χρηστών της Γ.Γ.Π.Σ.Δ.Δ. σε ό,τι αφορά στην τελευταία,  β) την παρακολούθηση και τον έλεγχο του μηχανογραφικού συστήματος αποθήκης του Υπουργείου και την 
εισήγηση αλλαγών, παρεμβάσεων και αποκατάστασης 
βλαβών, σε συνεργασία με το Τμήμα Β’ της Διεύθυνσης 
Λειτουργίας Οριζόντιων Συστημάτων, Εκτυπώσεων, Λειτουργικής Υποστήριξης και Υποστήριξης Χρηστών της 
Γ.Γ.Π.Σ.Δ.Δ. σε ό,τι αφορά στην τελευταία, γ) την τήρηση 
αποθηκών αναλωσίμων και μη υλικών, καθώς και τη χορήγηση των ειδών των αποθηκών στις επιμέρους υπηρεσίες του Υπουργείου και την ενημέρωση των σχετικών 
διαχειριστικών βιβλίων και καρτελών, δ) την πρόταση 
για την προμήθεια του απαραίτητου αναλώσιμου και μη 
υλικού του Υπουργείου και τη διαχείριση αυτού, ε) τη 
διαχείριση των περιουσιακών στοιχείων του Υπουργείου, στ) την εξασφάλιση της προσβασιμότητας και την 
αντιμετώπιση, σε συνεργασία με τις καθ’ ύλην αρμόδιες 
υπηρεσίες του Υπουργείου, προβλημάτων και λοιπών 
θεμάτων διευκόλυνσης και εξυπηρέτησης ατόμων με 
ειδικές ανάγκες, ζ) τη μέριμνα για την καθαριότητα και 
φύλαξη των υπηρεσιακών χώρων, η) τη διοικητική μέριμνα για τον εφοδιασμό των υπηρεσιών του Υπουργείου 
με τα μέσα διεξαγωγής του έργου τους, τη διαφύλαξη και 
καλή χρήση αυτών, θ) τις διαδικασίες μίσθωσης χώρων, 
σύμφωνα με την ισχύουσα νομοθεσία, και τη χωροταξική 
κατανομή των προς στέγαση υπηρεσιών του Υπουργείου, καθώς και την παρακολούθηση των θεμάτων που 
σχετίζονται με τις εν λόγω διαδικασίες, ι) τη διασφάλιση της καλής και ασφαλούς λειτουργίας των τεχνικών 
υποδομών και του κτιριακού εξοπλισμού του Υπουργείου, καθώς και τη λήψη μέτρων πυρασφάλειας, ια) την 
παρακολούθηση λειτουργίας μέσων επικοινωνίας και 
μεταφοράς, δικτύων φωτισμού και ύδρευσης, σε συνεργασία με τις συναρμόδιες Διευθύνσεις του Υπουργείου,  ιβ) την εκτέλεση τεχνικών εργασιών που αφορούν στην 
κατασκευή, επισκευή και συντήρηση της ιδιόκτητης ή 
μισθωμένης κτιριακής υποδομής των εγκαταστάσεων 
και του εξοπλισμού που χρησιμοποιούν οι υπηρεσίες 
του Υπουργείου, ιγ) τον προγραμματισμό και εκτέλεση 
τακτικών ή έκτακτων τεχνικών εργασιών συντήρησης 
και βελτίωσης της κτιριακής υποδομής και των εγκαταστάσεων του Υπουργείου, με ίδια μέσα ή με ανάθεση 
σε εξωτερικά συνεργεία ιδ) τη μελέτη ή και επίβλεψη 
τεχνικών εργασιών κατασκευής ή επισκευής κτιριακής 
υποδομής και εγκαταστάσεων του Υπουργείου, με ίδια 
μέσα ή με ανάθεση σε τρίτους και ιε) τον χειρισμό κάθε 
άλλου συναφούς θέματος."
Άρθρο 13,Τμήμα Ανθρώπινου Δυναμικού,"α) την αποτίμηση των αναγκών και τον προγραμματισμό του Υπουργείου και των εποπτευόμενων 
φορέων του σε ανθρώπινο δυναμικό, σε ετήσιο και μεσοπρόθεσμο ορίζοντα, β) την κατάταξη των υπαλλήλων 
με κάθε είδους σχέση εργασίας σε κατηγορίες, κλάδους, 
βαθμούς ή ειδικότητες γ) την ανίχνευση και επισήμανση 
των εκπαιδευτικών επιμορφωτικών αναγκών του προσωπικού σε συνεργασία με τους Προϊσταμένους των 
οργανικών μονάδων καθώς και το σχεδιασμό, κατάρτιση 
και εφαρμογή πάσης φύσεως προγραμμάτων εκπαίδευσης, μετεκπαίδευσης, επιμόρφωσης ή ειδίκευσης των 
υπαλλήλων σε αντικείμενα της υπηρεσίας τους, σε νέα 
γνωστικά αντικείμενα και σε σύγχρονες τεχνικές διοίκησης και τεχνολογίες, αυτοτελώς ή σε συνεργασία με 
τις αρμόδιες υπηρεσίες του Εθνικού Κέντρου Δημόσιας Διοίκησης και Αυτοδιοίκησης και άλλων αρμόδιων 
κρατικών φορέων στο πλαίσιο των εκάστοτε ισχυουσών διατάξεων, δ) τη διαχείριση όλων των θεμάτων 
υπηρεσιακής κατάστασης του, με κάθε είδους σχέση 
εργασίας, προσωπικού του Υπουργείου, ε) τη μέριμνα 
για την ορθή εφαρμογή των κείμενων, περί αξιολόγησης, 
διατάξεων για το προσωπικό του Υπουργείου, στ) την 
τήρηση και επεξεργασία των στοιχείων της τηρούμενης βάσης δεδομένων για την αριθμητική σύνθεση και 
τις αριθμητικές μεταβολές του με κάθε είδους σχέση 
εργασίας προσωπικού του Υπουργείου καθώς και των 
εποπτευομένων φορέων του, ζ) την έκδοση σχετικών 
πιστοποιητικών και βεβαιώσεων για τους με κάθε είδους σχέση εργασίας προσωπικού του Υπουργείου, η) 
τη συνδρομή προς την Μονάδα Εσωτερικού Ελέγχου 
για θέματα πειθαρχικού ελέγχου των υπαλλήλων του με 
κάθε είδους σχέση εργασίας προσωπικού καθώς και την 
επικοινωνία με Ανεξάρτητες και Δικαστικές αρχές ή Υπηρεσίες για θέματα που αφορούν σε πειθαρχικές ή ποινικές κυρώσεις υπαλλήλων με κάθε είδους σχέση εργασίας, θ) τη διεκπεραίωση και χειρισμό των πάσης φύσεως 
διοικητικών θεμάτων που αφορούν όλο το προσωπικό 
των Ιδιαίτερων Γραφείων, του άρθρου 3 του παρόντος, ι) 
την ενημέρωση του Μητρώου Ανθρώπινου Δυναμικού 
Ελληνικού Δημοσίου και την ανάρτηση πράξεων αρμοδιότητας Τμήματος στο Πρόγραμμα «ΔΙΑΥΓΕΙΑ», ια) 
την ορθή τήρηση του φυσικού και ψηφιακού αρχείου 
των υπηρεσιακών φακέλων όλων των υπαλλήλων του 
Υπουργείου, ιβ) τη μέριμνα για την εισαγωγική εκπαίδευση των υπαλλήλων του Υπουργείου, ιγ) τη σύνταξη 
της έκθεσης των απόψεων της Διοίκησης και την προετοιμασία του σχετικού φακέλου προς τα δικαστήρια επί 
ένδικων βοηθημάτων και μέσων που έχουν ασκηθεί και 
αφορούν σε θέματα αρμοδιότητας του Τμήματος, ιδ) 
τη σύνταξη και διαβίβαση σε ετήσια βάση του καταλόγου υπόχρεων προς υποβολή δήλωσης περιουσιακής 
κατάστασης του N# 3213/2003, όπως ισχύει και ιε) τις 
διαδικαστικές ενέργειες για την επιλογή και τοποθέτηση 
των Προϊσταμένων των οργανικών μονάδων."
Άρθρο 13,Τμήμα Προγραμματισμού Εργασίας,"α) την πάσης φύσεως εποπτεία και έλεγχο της ωριαίας παρουσίας των υπαλλήλων του Υπουργείου, όπως προβλέπεται με τη χρήση των τεχνικών και 
άλλων μέσων που διαθέτει για το σκοπό αυτό η Υπηρεσία, β) τη μέριμνα για την ορθή καταχώρηση των αδειών 
των υπαλλήλων του Υπουργείου στο σχετικό αρχείο της 
Υπηρεσίας, γ) την έκδοση αποφάσεων που αφορούν τις 
πάσης φύσεως άδειες των υπαλλήλων του Υπουργείου 
και την αντίστοιχη ενημέρωση των υπηρεσιακών φακέλων και των συναρμόδιων Υπηρεσιών εντός και εκτός 
Υπουργείου, δ) τη μέριμνα για την ορθή τήρηση των 
διοικητικών διαδικασιών για την πάσης φύσεως υπερωριακή απασχόληση των υπαλλήλων του Υπουργείου και  ε) την έκδοση αποφάσεων που αφορούν πάσης φύσεως μετακινήσεις στο εσωτερικό και στην αλλοδαπή των 
υπαλλήλων του Υπουργείου."
Άρθρο 13,Τμήμα Οργάνωσης και Διοικητικών Διαδικασιών,"α) τον χειρισμό θεμάτων 
οργάνωσης των υπηρεσιών του Υπουργείου και των 
εποπτευόμενων από αυτό νομικών προσώπων, καθώς 
και τη μελέτη και εισήγηση μέτρων ορθολογικού οργανωτικού ανασχεδιασμού και εκσυγχρονισμού της λειτουργίας τους σε συνεργασία με τις κατά περίπτωση 
αρμόδιες υπηρεσίες, β) τη μέριμνα για την κατάρτιση, 
αξιολόγηση και ανασχεδιασμό περιγραμμάτων καθηκόντων και προσόντων των θέσεων εργασίας του προσωπικού του Υπουργείου σε συνεργασία με τους Προϊσταμένους των οργανικών μονάδων του, γ) την κατάρτιση 
σχεδίων κατανομής θέσεων προσωπικού ανά κατηγορία 
και βαθμίδα εκπαίδευσης, κλάδο και ειδικότητα στις 
οργανικές μονάδες του Υπουργείου σε συνεργασία με 
το Τμήμα Ανθρώπινου Δυναμικού, δ) την κατάρτιση 
σχεδίων αποφάσεων μεταβίβασης αρμοδιοτήτων και 
εξουσιοδότησης υπογραφής, ε) τη συγκρότηση των 
Υπηρεσιακών και Πειθαρχικών Συμβουλίων, Επιτροπών, 
Ομάδων Εργασίας ή Έργου, στ) τις διαδικαστικές ενέργειες για την εκλογή αιρετών εκπροσώπων στα Υπηρεσιακά Συμβούλια του Υπουργείου, ζ) τη μελέτη, εισήγηση και παρακολούθηση της εφαρμογής μέτρων για την 
απλούστευση γραφειοκρατικών τύπων και διαδικασιών, 
την προτυποποίηση των διοικητικών διαδικασιών βάσει 
σύγχρονων προτύπων ΙSΟ, την κατάργηση περιττών 
διατυπώσεων και τη διευκόλυνση της επικοινωνίας των 
πολιτών με τις υπηρεσίες του Υπουργείου, η) τη μέριμνα 
για την ανάπτυξη και εφαρμογή σύγχρονων τεχνικών 
και μεθόδων εργασίας για την αύξηση της παραγωγικότητας των υπαλλήλων του Υπουργείου, την εφαρμογή συστημάτων στοχοθεσίας και μεθόδων μέτρησης 
της αποδοτικότητας και αποτελεσματικότητας του 
προσωπικού και των υπηρεσιών του, την αξιολόγηση 
των αποτελεσμάτων των μετρήσεων και τη διατύπωση 
συγκεκριμένων προτάσεων για τη βελτίωση της υπηρεσιακής λειτουργίας, θ) την εφαρμογή των αρχών της 
διοίκησης ολικής ποιότητας, ι) την παρακολούθηση των 
εξελίξεων σε θέματα ποιότητας υπηρεσιών στο περιβάλλον της δημόσιας διοίκησης σε εθνικό, ευρωπαϊκό 
και διεθνές επίπεδο και την επεξεργασία αντίστοιχης 
πολιτικής, ια) την εκπόνηση προτύπων απόδοσης και 
τον προσδιορισμό δεικτών μέτρησης αποδοτικότητας, 
αποτελεσματικότητας και ποιότητας, ιβ) τη σύνταξη, σε 
ετήσια βάση, και υποβολή στον Υπουργό, έκθεσης απολογισμού της δράσης της Διεύθυνσης για τη βελτίωση 
της παραγωγικότητας και αποτελεσματικότητας, ιγ) την 
παρακολούθηση εφαρμογής και την επικαιροποίηση 
των κανονιστικών πράξεων για τις διαδικασίες εκκαθάρισης των αρχείων των υπηρεσιών του Υπουργείου, ιδ) 
την παρακολούθηση και επικαιροποίηση των πληροφοριών που αφορούν στις διαδικασίες του Υπουργείου 
που περιλαμβάνονται στην Εθνική Διαδικτυακή Πύλη 
και στον ηλεκτρονικό Οδηγό του Πολίτη που περιλαμβάνεται στην ιστοσελίδα του Υπουργείου, ιε) τη διαχείριση του συστήματος αναρτήσεων του Υπουργείου 
στο Πρόγραμμα «ΔΙΑΥΓΕΙΑ» και ιστ) τη διεκπεραίωση 
κάθε θέματος αρμοδιότητας του Υπουργού, που αφορά 
στους εποπτευόμενους φορείς σύμφωνα με τις κείμενες 
διατάξεις."
Άρθρο 13,Τμήμα Γραμματειακής Υποστήριξης Υπουργείου,"α) την τήρηση του γενικού 
πρωτοκόλλου (φυσικού και ηλεκτρονικού) και του αρχείου εγγράφων του Υπουργείου, β) την παραλαβή και 
διακίνηση της εισερχόμενης και εξερχόμενης αλληλογραφίας (κοινής και εμπιστευτικής), γ) την επικύρωση 
αντιγράφων εγγράφων και φωτοαντιγράφων και τη 
βεβαίωση του γνησίου της υπογραφής, δ) την εξυπηρέτηση και πληροφόρηση του πολίτη και την εισήγηση 
μέτρων για τη βελτίωσή τους, ε) την τήρηση ενιαίου αρχείου πληροφοριακού υλικού, σε έντυπη ή και ηλεκτρονική μορφή, στ) την οργάνωση, διαρκή παρακολούθηση 
και επικαιροποίηση των δομών που είναι απαραίτητες 
για την ηλεκτρονική διακίνηση εγγράφων, με αντίστοιχη 
προετοιμασία του ανθρώπινου δυναμικού (κατάλογοι αποστολής ηλεκτρονικού ταχυδρομείου, τυποποίηση εγγράφων) και ζ) την ανάρτηση πράξεων αρμοδιότητας 
Τμήματος στο Πρόγραμμα «ΔΙΑΥΓΕΙΑ»."
Άρθρο 14,##Αυτοτελές Τμήμα,"γ) τη συνεργασία με τις οργανωτικές δομές ΠΑΜ-ΠΣΕΑ του ΓΕΕΘΑ και 
των λοιπών υπουργείων, δ) τη διατύπωση εισηγήσεων 
για τη διαχείριση κρίσεων και την ασφαλή λειτουργία 
των εγκαταστάσεων του Υπουργείου, ε) τη σύνταξη του 
ετήσιου προϋπολογισμού δαπανών επί θεμάτων Π.Σ.Ε.Α.,  στ) τη μέριμνα για την κατάρτιση και εκπαίδευση επί 
θεμάτων Π.Σ.Ε.Α. αα) του προσωπικού του Τμήματος και  ββ) του προσωπικού του Υπουργείου, προς εξασφάλιση 
της προστασίας των ανωτέρω και των πάσης φύσεως 
υποδομών και υλικού που ανήκουν στο Υπουργείο Ψηφιακής Διακυβέρνησης, στον Πόλεμο και την Ειρήνη, 
κατά τις κείμενες και λοιπές κανονιστικές διαδικασίες,"
Άρθρο 16,Αυτοτελές Τμήμα Επικοινωνίας και Οπτικοακουστικών Έργων Αυτοτελές Τμήμα Επικοινωνίας και Οπτικοακουστικών Έργων,"α) τη σύνταξη 
και εφαρμογή πλάνου επικοινωνίας για όλες τις πολιτικές 
και δράσεις της Γενικής Γραμματείας και τη διάχυση των 
θετικών συνεπειών τους στους πολίτες και την κοινωνία 
ευρύτερα, β) τον σχεδιασμό δράσεων ευαισθητοποίησης της κοινωνίας για κάθε θέμα που άπτεται των αρμοδιοτήτων της Γενικής Γραμματείας, γ) την οργάνωση 
θεματικών διαβουλεύσεων για θέματα αρμοδιότητας 
της Γενικής Γραμματείας με κοινωνικούς φορείς και 
εταίρους εκπροσώπους, δ) την εποπτεία του Εθνικού 
Κέντρου Οπτικοακουστικών Μέσων και Επικοινωνίας 
(Ε.Κ.Ο.Μ.Ε. Α.Ε.), τη διεκπεραίωση όλων των διαδικασιών 
που αφορούν στην λειτουργία του Ε.Κ.Ο.Μ.Ε., σε συνδυασμό με τον N# 4487/2017, την επεξεργασία σχεδίων 
υπουργικών αποφάσεων των άρθρων 29 έως 33 και 38 
του N# 4487/2017 (Α’ 116), καθώς και κάθε διαδικασία 
που αφορά στην στήριξη της παραγωγής των οπτικοακουστικών μέσω αρμοδιότητας του ΕΚΟΜΕ ΑΕ. Για την 
άσκηση των αρμοδιοτήτων του, το Τμήμα συνεργάζεται με όλες τις υπηρεσίες της Γενικής Γραμματείας, με το 
Γραφείο Επικοινωνίας και Ενημέρωσης του Υπουργείου, 
με κάθε δημόσιο ή ιδιωτικό φορέα που σχετίζεται με τις 
αρμοδιότητες της Γενικής Γραμματείας και με τις υπηρεσίες του Ε.Κ.Ο.Μ.Ε. Α.Ε.
"
Άρθρο 18,Τμήμα Ψηφιακής Στρατηγικής,"α) την κατάρτιση κυλιόμενου, μεσοπρόθεσμου σχεδίου για τη Βίβλο Ψηφιακού Μετασχηματισμού, 
λαμβάνοντας υπόψη τις προτάσεις κάθε εμπλεκόμενου, 
δημόσιου ή ιδιωτικού, φορέα, καθώς και τον αντίστοιχο σχεδιασμό της Ε.Ε. και διεθνών οργανισμών, β) την 
εποπτεία της υλοποίησης της Βίβλου Ψηφιακού Μετασχηματισμού μέσω οργανωμένου συστήματος παρακολούθησης και της κατάρτισης επιμέρους σχεδίων δράσης 
σε συνεργασία με όλους τους εμπλεκόμενους φορείς και 
την έκδοση δεσμευτικών οδηγιών για την αμελλητί υλοποίησή τους, γ) την ανά έτος αποτίμηση της εφαρμογής 
της Βίβλου Ψηφιακού Μετασχηματισμού, καθώς και των 
σχετικών σχεδίων δράσης για την ψηφιακή ανάπτυξη και 
τη μέριμνα για την αναμόρφωσή τους με βάση την αποτίμηση ή και σε κάθε άλλη περίπτωση που αυτό κριθεί 
αναγκαίο και την περιοδική αναφορά προόδου της εντός 
του έτους, δ) την παρακολούθηση των ευρωπαϊκών και 
διεθνών εξελίξεων στους τομείς του ψηφιακού μετασχηματισμού και καινοτομίας, τη συνεργασία με διεθνείς 
οργανισμούς και όργανα της Ευρωπαϊκής Ένωσης ή με 
άλλα κράτη, εκπροσωπώντας τη χώρα, για την εκπόνηση 
στρατηγικών σχεδίων για τη ψηφιακή πολιτική, καθώς 
και την ενσωμάτωση της στρατηγικής αυτής στη Βίβλο 
Ψηφιακού Μετασχηματισμού, ε) τον συντονισμό των 
κατά περίπτωση εμπλεκομένων δημοσίων ή ιδιωτικών 
φορέων για τη διαμόρφωση των εθνικών θέσεων σε σχέση με τη Ψηφιακή Στρατηγική της Ευρωπαϊκής Ένωσης, 
συμπεριλαμβανομένης της στρατηγικής για τη Ψηφιακή 
Ενιαία Αγορά για θέματα του Τμήματος καθώς και για τη 
συγκέντρωση κάθε απαραίτητου στοιχείου που απαιτείται από τις ευρωπαϊκές και διεθνείς υποχρεώσεις της 
χώρας, στ) τη συμμετοχή και εκπροσώπηση της χώρας 
σε διακρατικά δίκτυα, ομάδες εργασίας καθώς και σε καινοτόμα προγράμματα, εθνικών, ευρωπαϊκών και διεθνών 
οργανισμών με σκοπό την ανταλλαγή τεχνογνωσίας σε 
θέματα καλών και καινοτόμων πρακτικών για θέματα 
ψηφιακού μετασχηματισμού, ζ) τη συνεργασία με τους 
λοιπούς εθνικούς φορείς που προάγουν την καινοτομία 
σκοπό την αποτελεσματική αξιοποίηση και διάχυση των 
ωφελειών της καινοτομίας στην Βίβλο, η) την τήρηση 
στατιστικών, δεδομένων και πληροφοριών σχετικά με 
τον ψηφιακό μετασχηματισμό της χώρας, καθώς και την 
ανάπτυξη συνεργασίας με επίσημα αναγνωρισμένους 
φορείς συλλογής στατιστικών στοιχείων, όπως η Ελληνική Στατιστική Αρχή και το Εθνικό Κέντρο Τεκμηρίωσης, 
με σκοπό την υποστήριξη της συλλογής δεδομένων για 
την αξιολόγηση των δράσεων Ψηφιακού Μετασχηματισμού και την βέλτιστη στόχευση της Βίβλου και των 
επιμέρους σχεδίων δράσης, θ) την εκπόνηση μεθοδολογίας αξιολόγησης και τη διαδικασία αξιολόγησης των 
έργων ψηφιακής πολιτικής και ηλεκτρονικής διακυβέρνησης, ανεξαρτήτως πηγής χρηματοδότησης, σε πρώιμο 
στάδιο σχεδιασμού σε ότι αφορά τη συμβατότητα τους 
με την εθνική ψηφιακή στρατηγική και τη Βίβλο Ψηφιακού Μετασχηματισμού και την παρακολούθηση τους 
με την χρήση δεικτών, σύμφωνα με τα ευρωπαϊκά και τα 
διεθνή πρότυπα, ι) τη διατύπωση σύμφωνης γνώμης, 
όπου απαιτείται, για την σκοπιμότητα υποβολής έργων/
δράσεων ψηφιακής πολιτικής και ηλεκτρονικής διακυβέρνησης προς χρηματοδότηση από χρηματοδοτικά 
εργαλεία ή μηχανισμούς της Ευρωπαϊκής Ένωσης στο 
πλαίσιο των αρμοδιοτήτων της, και τη συμμετοχή στα 
αρμόδια συλλογικά όργανα, ια) τη συνεργασία με την 
ΕΥΔΕ-ΤΠΕ για τον στρατηγικό σχεδιασμό και την εξειδίκευση επιχειρησιακών προγραμμάτων της αρμοδιότητας του Υπουργείου και ιβ) την ανάδειξη και υιοθέτηση βέλτιστων πρακτικών με σκοπό την διάχυσή τους 
σε έργα/δράσεις ΤΠΕ, όπως η μεθοδολογία διαχείρισης 
έργων ΤΠΕ Ρroject Μanagement Μethodology (ΡΜ2) σε 
συνεργασία με συναρμόδιες υπηρεσίες του Υπουργείου."
Άρθρο 18,Τμήμα Ψηφιακής Προσβασιμότητας και Κοινωνικών Υποθέσεων,"α) τον 
σχεδιασμό και την εισήγηση δημοσίων πολιτικών και 
δράσεων για τον ψηφιακό μετασχηματισμό φορέων και 
ομάδων που ασχολούνται με κοινωνικά ζητήματα, σε 
συνεργασία με συναρμόδιες υπηρεσίες β) την παρακολούθηση της εφαρμογής πολιτικών ηλεκτρονικής προσβασιμότητας, σε εθνικό, ευρωπαϊκό και διεθνές επίπεδο 
και τη συνεργασία με διεθνείς οργανισμούς και όργανα 
ή υπηρεσίες της Ευρωπαϊκής Ένωσης ή άλλων κρατών 
για την προώθηση της ηλεκτρονικής προσβασιμότητας, 
τόσο της υλικοτεχνικής υποδομής και των ηλεκτρονικών 
υπηρεσιών, όσο και του περιεχομένου, καθώς και τη συμβατότητα των έργων ψηφιακής πολιτικής και ηλεκτρονικής διακυβέρνησης με τις υποστηρικτικές τεχνολογίες 
που χρησιμοποιούν τα άτομα με αναπηρία καθώς και 
άλλες ευαίσθητες ομάδες πληθυσμού, γ) την παρακολούθηση της εφαρμογής του άρθρου 9 του N# 4074/2012 
«Προσβασιμότητα» της Σύμβασης για τα Δικαιώματα 
των Ατόμων με Αναπηρία του ΟΗΕ (Α’ 88) ως προς τις 
Τ.Π.Ε. και την ενημέρωση του σημείου αναφοράς για 
την παρακολούθηση της εφαρμογής της Σύμβασης και 
του συντονιστικού μηχανισμού για τη διευκόλυνση των 
σχετικών με αυτήν δράσεων, δ) την ανάπτυξη μεθοδολογίας πιστοποίησης και μηχανισμού παρακολούθησης 
της εφαρμογής του τηρουμένου επιπέδου ηλεκτρονικής προσβασιμότητας των υπηρεσιών και εφαρμογών 
ηλεκτρονικής διακυβέρνησης και την πραγματοποίηση 
ελέγχων ως προς την εφαρμογή των τεχνικών προδιαγραφών ηλεκτρονικής προσβασιμότητας στα ψηφιακά 
έργα του Δημοσίου και την πιστοποίηση του τηρούμενου 
επιπέδου ηλεκτρονικής προσβασιμότητας των υπηρεσιών και εφαρμογών ηλεκτρονικής διακυβέρνησης βάσει 
των προδιαγραφών που ορίζει το Παράρτημα Ι Ενότητα 7
«Προσβασιμότητα», Κ.Υ. 49 και Κ.Π. 27 της υπουργικής 
απόφασης Φ.40.4/1/989 «Κύρωση Πλαισίου Παροχής 
Υπηρεσιών Ηλεκτρονικής Διακυβέρνησης» (Β’ 1301), ε) την αξιολόγηση της αποτελεσματικότητας της Βίβλου 
Ψηφιακού Μετασχηματισμού ως προς την εφαρμογή 
της ηλεκτρονικής προσβασιμότητας με στόχο την ικανοποίηση των αναγκών των πολιτών και καταναλωτών 
με αναπηρία ή άλλες ευαίσθητες ομάδες πληθυσμού 
και την εισήγηση της λήψης των απαραίτητων μέτρων 
τα οποία προτείνει προς ένταξη στη Βίβλο Ψηφιακού 
Μετασχηματισμού ενσωματώνοντας τα αποτελέσματα 
των ελέγχων, στ) τη συνεργασία με την Εθνική Συνομοσπονδία Ατόμων με Αναπηρία (Ε.Σ.Α.με.Α.) και άλλους 
αρμόδιους φορείς για τη βελτίωση των ηλεκτρονικών 
υπηρεσιών του Δημοσίου που απευθύνονται σε πολίτες 
με αναπηρία ή άλλες ευαίσθητες ομάδες πληθυσμού, ζ) την ενημέρωση από τους φορείς του δημοσίου τομέα 
για την πορεία σχεδιασμού και υλοποίησης των σχετικών 
δράσεων υλοποίησης της Βίβλου Ψηφιακού Μετασχηματισμού, όποτε αυτή ζητηθεί, η) την εφαρμογή του 
Ν# 4591/2019, την παρακολούθηση της προσβασιμότητας των ιστοτόπων και εφαρμογών για φορητές συσκευές 
κατά τα οριζόμενα στο N# 4591/2019 και την υποβολή 
των σχετικών εκθέσεων και θ) τη συμμετοχή και εκπροσώπηση της χώρας στις ομάδες εργασίας αναφορικά με 
την ηλεκτρονική προσβασιμότητα."
Άρθρο 18,Τμήμα Ψηφιακής Οικονομίας Επενδύσεων και Ψηφιακών Δεξιοτήτων,"α) 
τον σχεδιασμό και την εισήγηση δημοσίων πολιτικών 
και δράσεων για τον ψηφιακό μετασχηματισμό των 
επιχειρήσεων καθώς και δράσεων κρατικών ενισχύσεων, σε συνεργασία με συναρμόδιες υπηρεσίες, β) τον 
σχεδιασμό και την εισήγηση δημοσίων πολιτικών και 
δράσεων εκπαίδευσης και διά βίου μάθησης που στοχεύουν στην ενίσχυση των ψηφιακών δεξιοτήτων των 
πολιτών και των δημοσίων υπαλλήλων, γ) τον σχεδιασμό 
προγραμμάτων έρευνας και καινοτομίας που αφορούν 
σε Τ.Π.Ε., δ) την παρακολούθηση σε εθνικό, ευρωπαϊκό 
και διεθνές επίπεδο των εξελίξεων στους τομείς της ψηφιακής οικονομίας, των επενδύσεων και των ψηφιακών 
δεξιοτήτων και τη συμμετοχή σε αντίστοιχα δίκτυα, ε) 
την υποστήριξη λύσεων λογισμικού και εφαρμογών που 
παρέχονται από νεοφυείς επιχειρήσεις και οργανισμούς 
για την αγορά ή τη δημόσια διοίκηση, στ) την οργάνωση 
διαγωνισμών για νεανικές επιχειρηματικές δραστηριότητες και πρωτοβουλιών για λύσεις που βελτιώνουν την 
ποιότητα των παρεχόμενων υπηρεσιών από τη Δημόσια 
Διοίκηση μέσα από δράσεις Τ.Π.Ε. σε συνεργασία με το 
Τμήμα Επικοινωνίας της Γενικής Γραμματείας, ζ) την 
παρακολούθηση και γνωμοδότηση, εφόσον απαιτηθεί, 
σχετικά με την έκδοση αποφάσεων με τις οποίες εγκρίνονται προσκλήσεις δράσεων κρατικών ενισχύσεων 
για τη ψηφιακή ανάπτυξη, η) την επιχειρησιακή υποστήριξη φορέων και νεοφυών επιχειρήσεων σε θέματα 
προώθησης των λύσεων τους και δημοσίευσής τους σε 
σχετικά αποθετήρια λογισμικού, θ) την προώθηση της 
συνεργασίας μεταξύ φορέων δημόσιου, ιδιωτικού τομέα 
και πανεπιστημίων για παροχή νέων λύσεων λογισμικού 
και εφαρμογών που άπτονται της ψηφιακής οικονομίας 
και της δημόσιας διοίκησης, ι) την διαμόρφωση πολιτικών για την προσέλκυση επενδύσεων στο χώρο της 
πληροφορικής και τη συνεργασία με τους αρμόδιους, 
εθνικούς και διεθνείς, φορείς, εφόσον αυτό απαιτείται,  ια) τη συνεργασία με κάθε αρμόδιο φορέα για την οργάνωση εκπαιδευτικών σεμιναρίων και προγραμμάτων 
σχετικών με την αναβάθμιση των ψηφιακών δεξιοτήτων 
και ιβ) την οργάνωση και λειτουργία της Εθνικής Συμμαχίας για τις ψηφιακές δεξιότητες, όπως αυτή εκάστοτε 
ισχύει σε συνεργασία με συναρμόδιους φορείς."
