Article,Unit,Value
Άρθρο 27,Τμήμα Διαχείρισης Υλικού,"γγ) Η εισαγωγή, ταξινόμηση και αποθήκευση των προμηθευόμενων υλικών στις εγκαταστάσεις του Υπουργείου.
γδ) Η τήρηση αρχείου προμηθευόμενου αναλωσίμου 
υλικού και παγίου εξοπλισμού και η ενημέρωση του μηχανογραφημένου προγράμματος.
γε) Η τήρηση και διαχείριση των αποθηκών παγίου 
εξοπλισμού, αναλώσιμου ή μη, υλικού, και η ενημέρωση 
του μητρώου περιουσιακών στοιχείων.
γστ) Η διάθεση υλικού και εξοπλισμού στις υπηρεσίες 
και το προσωπικό του Υπουργείου προς κάλυψη των 
αναγκών τους.
γζ) Η διαχείριση, παρακολούθηση, καταγραφή, ενημέρωση για τις αναλώσεις υλικών και εξοπλισμού και η 
πρόταση για την ανανέωση των αποθεμάτων του αναλώσιμου και μη υλικού.
γη) Ο ορισμός υπολόγων, η παρακολούθηση και ο συντονισμός των διαχειριστικών εργασιών των επιμέρους 
αποθηκών του Υπουργείου.
γθ) Η συγκρότηση συλλογικών οργάνων για την απόσυρση παλιού και ακατάλληλου εξοπλισμού, μετά από 
αιτιολογημένο αίτημα υπηρεσίας του Υπουργείου."
Άρθρο 27,Τμήμα Κτιριακών Εγκαταστάσεων,"δδ) Η υλοποίηση, επίβλεψη και συντονισμός των διαδικασιών για τη συντήρηση, βελτίωση, φύλαξη, ασφάλεια, 
υγιεινή και πυρασφάλεια των χώρων και των εγκαταστάσεων.
δε) Η φροντίδα για την καθαριότητα των καταστημάτων του Υπουργείου.
δστ) Η εξασφάλιση της προσβασιμότητας και λοιπών 
διευκολύνσεων για τα άτομα με αναπηρίες στους χώρους λειτουργίας του Υπουργείου.
δζ) Η παραλαβή και βεβαίωση λογαριασμών ύδρευσης, τηλεφωνίας, ηλεκτρικής ενέργειας, θέρμανσης και 
φυσικού αερίου.
δη) Ο ορισμός υπευθύνων και η συγκρότηση συλλογικών οργάνων για τις ανάγκες χρηστής διαχείρισης των 
κτιριακών εγκαταστάσεων του Υπουργείου.
δθ) Η λειτουργία και εφαρμογή των σύγχρονων εργαλείων διαχείρισης των βιβλιοθηκών του Υπουργείου.
δι) Η μέριμνα για την ουσιαστική και έγκαιρη ανταπόκριση σε αιτήματα όλων των υπηρεσιών του Υπουργείου 
για διάθεση προσωπικού του τμήματος για πάσης φύσεως τεχνικές και βοηθητικές εργασίες."
Άρθρο 27,Τμήμα Κίνησης και Οχημάτων,"εε) Η τήρηση αρχείου οχημάτων, κινήσεων και μεταφορικού έργου.
εστ) Η συγκέντρωση και επεξεργασία στοιχείων από 
την εκτέλεση των λειτουργιών διαχείρισης του μεταφορικού έργου και η διαμόρφωση και παρακολούθηση 
σχετικών δεικτών αποδοτικότητας.
εζ) Η συστηματική εφαρμογή και εποπτεία των προγραμμάτων εργασιών συντήρησης και αποκατάστασης 
βλαβών, καθώς και η πιστοποίηση της ποιότητας των 
εργασιών αυτών.
εη) Η μέριμνα για τη διαθεσιμότητα οδηγών και οχημάτων.
εθ) Η ορθή λειτουργία, συντήρηση και αποκατάσταση 
βλαβών των οχημάτων και η πιστοποίηση κάθε εργασίας 
επί των οχημάτων.
ει) Η καθημερινή έκδοση και υπογραφή των δελτίων 
κίνησης των οχημάτων.
εια) Η τήρηση αρχείου κίνησης των οχημάτων, καθώς 
και του αρχείου συντήρησης και επισκευών για κάθε 
όχημα.
ειβ) Η απόσυρση και αντικατάσταση των οχημάτων 
και η εισήγηση για κάθε ζήτημα για τα οχήματα του 
Υπουργείου."
Άρθρο 29,Τμήμα Διαχείρισης και Ασφάλειας Πληροφοριακών Συστημάτων,"αα) Η εγκατάσταση, κεντρική διαχείριση, συντήρηση, 
καλή λειτουργία και αναβάθμιση του εξοπλισμού των 
Εξυπηρετητών και των Λειτουργικών τους Συστημάτων, 
καθώς και των Βάσεων Δεδομένων των συστημάτων του 
Υπουργείου με στόχο την παροχή ποιοτικών και ασφαλών ψηφιακών υπηρεσιών.
αβ) Ο σχεδιασμός, ο καθορισμός, η εφαρμογή και η 
παρακολούθηση της πολιτικής ασφαλείας των Εξυπηρετητών και των Λειτουργικών τους Συστημάτων καθώς 
και των Βάσεων Δεδομένων, ο έλεγχος και η αναπροσαρμογή της, όπως επιβάλλουν οι τεχνολογικές εξελίξεις και 
οι ανάγκες του Υπουργείου.
αγ) Η σύνταξη προδιαγραφών για την απόκτηση σταθμών εργασίας, εκτυπωτών, σαρωτών και εξυπηρετητών 
για όλες τις υπηρεσίες του Υπουργείου.
αδ) Η σύνταξη προδιαγραφών και η εφαρμογή πολιτικής παροχής ποιοτικών υπηρεσιών (QoS - Quality of Service).
αε) Η διαχείριση και η διάχυση της γνώσης και της 
τεχνογνωσίας σε θέματα των Εξυπηρετητών και των 
Λειτουργικών τους Συστημάτων καθώς και των Βάσεων Δεδομένων."
Άρθρο 29,Τμήμα Διαχείρισης και Ασφάλειας Δικτύων,"ββ) Η εγκατάσταση, κεντρική διαχείριση, συντήρηση, 
καλή λειτουργία, και η αναβάθμιση του εξοπλισμού των 
δικτύων και επικοινωνιών με στόχο την παροχή ποιοτικών και ασφαλών ψηφιακών υπηρεσιών.
βγ) Ο σχεδιασμός, η κατάρτιση προδιαγραφών και η 
υλοποίηση της τηλεργασίας.
βδ) Η σύνταξη προδιαγραφών για την απόκτηση εξοπλισμού δικτύων για όλες τις υπηρεσίες του Υπουργείου.
βε) Ο σχεδιασμός, ο καθορισμός, η εφαρμογή και η 
παρακολούθηση των πολιτικών ασφάλειας για τα δίκτυα 
και τον εξοπλισμό τους, όπως αυτές απορρέουν από το 
εθνικό και ενωσιακό θεσμικό πλαίσιο.
βστ) Η διαχείριση και η διάχυση της γνώσης και της 
τεχνογνωσίας σε θέματα δικτύων, ασφάλειας της πληροφορίας και των επικοινωνιών.
βζ) Η αξιολόγηση και υιοθέτηση καινοτόμων τεχνολογιών καθώς και η συνεργασία με άλλους φορείς στα 
θέματα της ασφάλειας και της καινοτομίας."
Άρθρο 29,Τμήμα Υποστήριξης Χρηστών και Εξοπλισμού,"γγ) Η τήρηση των διαδικασιών για την αποκατάσταση της λειτουργίας των ηλεκτρονικών υπολογιστών, 
εκτυπωτών, σαρωτών καθώς και του δικτύου μετά από 
οποιαδήποτε διακοπή ή βλάβη.
γδ) Η εγκατάσταση και η υποστήριξη τοπικά όλων των 
ηλεκτρονικών υπηρεσιών, όπως λογαριασμών ηλεκτρονικού ταχυδρομείου (email), προστασίας από ιούς, τηλεργασίας.
γε) Η μέριμνα για την παρακολούθηση της παραλαβής 
και της εγκατάστασης του αναγκαίου εξοπλισμού ΤΠΕ."
Άρθρο 29,Τμήμα Υποστήριξης Τηλεπικοινωνιών,"δδ) Η σύνταξη μελετών, προτάσεων και προδιαγραφών για την αναβάθμιση των τηλεπικοινωνιακών υποδομών καθώς και η διαβίβασή τους προς τη Διεύθυνση 
Προμηθειών και Τεχνικής Μέριμνας, για την προμήθεια 
του σχετικού εξοπλισμού.
δε) Η παρακολούθηση της ποιότητας των τηλεπικοινωνιακών συνδέσεων, ο καθορισμός και η εφαρμογή κανόνων συντήρησης και αποκατάστασης ανωμαλιών και 
βλαβών του τηλεπικοινωνιακού εξοπλισμού καθώς και 
η κατάργηση άχρηστων τηλεπικοινωνιακών υπηρεσιών.
δστ) Η τεχνική υποστήριξη των τηλεδιασκέψεων 
(video-conference).
δζ) Η εγκατάσταση, συντήρηση και λειτουργικότητα 
των ραδιοτηλεοπτικών υποδομών και μέσων, όπως κύκλωμα τηλεόρασης, εξοπλισμός βίντεο, δορυφορικά, 
εξοπλισμός συνεδριακών κέντρων, εξοπλισμός κινητής 
τηλεφωνίας.
δη) Η μελέτη και εφαρμογή προτύπων και προδιαγραφών τηλεπικοινωνιών για τη διαλειτουργικότητα με 
υφιστάμενα πληροφοριακά συστήματα."
Άρθρο 30,Τμήμα Σχεδιασμού και Διαχείρισης Έργων,"αα) Η διερεύνηση και η τεκμηρίωση των αναγκών του 
Υπουργείου και η εισήγηση για δράσεις σε θέματα ΤΠΕ.
αβ) Ο εντοπισμός δυσλειτουργιών στη σχεδίαση και 
υλοποίηση δράσεων και έργων ΤΠΕ και η πρόταση διορθωτικών ενεργειών.
αγ) Η διαμόρφωση της τεχνολογικής στρατηγικής και 
ο καθορισμός δράσεων για τη βελτίωση και τον ποιοτικό 
έλεγχο των παρεχόμενων ψηφιακών υπηρεσιών.
αδ) Η παρακολούθηση τήρησης των διαδικασιών και 
η ανάληψη δράσεων για τα ανοικτά δεδομένα.
αε) Ο επιχειρησιακός, τεχνικός και λειτουργικός σχεδιασμός έργων ΤΠΕ και η ανάληψη των απαιτούμενων 
ενεργειών ωρίμασης των έργων.
αστ) Η διερεύνηση για τη διασφάλιση απαιτούμενων 
πόρων για την υλοποίηση των έργων ΤΠΕ.
αζ) Η παρακολούθηση και εφαρμογή της νομοθεσίας 
έργων ΤΠΕ και Ηλεκτρονικής Διακυβέρνησης.
αη) Η διαμόρφωση και η παρακολούθηση των διαδικασιών διαχείρισης των έργων ΤΠΕ, του Υπουργείου και 
των εποπτευομένων από αυτό φορέων.
αθ) Η μέριμνα για την υλοποίηση ευρωπαϊκών ερευνητικών προγραμμάτων ΤΠΕ σε συνεργασία με ακαδημαϊκά-ερευνητικά ιδρύματα και άλλους ευρωπαϊκούς 
φορείς.
αι) Η συμμετοχή σε εθνικά και διεθνή δίκτυα για την 
ανταλλαγή εμπειριών αξιοποίησης των νέων τεχνολογιών, την από κοινού συμμετοχή σε προγράμματα και 
τη διάχυση των πληροφοριών με σκοπό την καλύτερη 
εξυπηρέτηση των επιχειρήσεων και των πολιτών."
Άρθρο 30,Τμήμα Ανάπτυξης και Συντήρησης Εφαρμογών,"ββ) Η συγκέντρωση διεθνών καλών πρακτικών και 
νέων εργαλείων, η παρακολούθηση των διεθνών τεχνολογικών εξελίξεων και η εφαρμογή τους για την ανάπτυξη και έλεγχο των εφαρμογών.
βγ) Ο σχεδιασμός των εφαρμογών και η συνδρομή 
στην ανάπτυξη και συντήρησή τους.
βδ) Η ανάληψη δράσεων για την ομογενοποίηση και 
διαλειτουργικότητα των πληροφοριακών συστημάτων 
σύμφωνα με το γενικό πλαίσιο διαλειτουργικότητας της 
κυβέρνησης.
βε) Η εφαρμογή των κανόνων που ορίζονται στο Γενικό 
Πλαίσιο Ηλεκτρονικής Διακυβέρνησης (www.e-gif.gov.gr) στα πληροφοριακά συστήματα."
Άρθρο 30,Τμήμα Λειτουργίας Εφαρμογών,"γγ) Η παροχή συνεχούς εκπαίδευσης και επιμόρφωσης των χρηστών σε 
θέματα λειτουργίας των εφαρμογών.
γδ) Η υποβολή προτάσεων για την απλούστευση διαδικασιών και λειτουργιών και για τη βελτιστοποίηση της 
χρήσης μέσω αναδιοργανώσεων.
γε) Η μέριμνα για την έκδοση ψηφιακών πιστοποιητικών."
Άρθρο 30,Τμήμα Διαχείρισης Διαδικτυακών Πυλών,"δδ) Η διασφάλιση, μέσω του περιεχομένου των διαδικτυακών πυλών της διαθεσιμότητας επικαιροποιημένων 
δεδομένων, στατιστικών στοιχείων, αναφορών, επισκεψιμότητας πυλών, ώστε να εξάγονται πληροφορίες που 
μπορούν να βελτιώσουν την επιχειρησιακή λειτουργία 
των συστημάτων και το θεσμικό πλαίσιο αυτών.
δε) Η εξαγωγή, με την χρήση μεθόδων ανάλυσης μεγάλων δεδομένων (Βig Data Αnalytics), αναφορών με 
προβλέψεις για την πορεία της αγοράς και των επιχειρήσεων και την κοινοποίηση αυτών στις καθ’ ύλην αρμόδιες υπηρεσίες για άσκηση πολιτικών αναφορικά με 
τις επιχειρήσεις και τους πολίτες.
δστ) Η υποστήριξη της λειτουργίας κέντρου βοήθειας (helpdesk) για παροχή Τεχνικής Βοήθειας στους 
εξωτερικούς χρήστες των συστημάτων, η συνεργασία 
των αρμόδιων υπηρεσιών συναφών με το αντικείμενο 
λειτουργίας διευθύνσεων, και η παροχή διαδικαστικής 
ή επιχειρησιακής υποστήριξης.
δζ) Η παροχή τηλεφωνικής και τεχνικής υποστήριξης 
προς πολίτες και φορείς για θέματα που αφορούν στις 
διαδικτυακές υπηρεσίες του Υπουργείου.
δη) Η ενημέρωση του Υπεύθυνου για τα ανοικτά δεδομένα (Οpen Data) του Υπουργείου ώστε τα δεδομένα να 
αναρτώνται στον σχετικό διαδικτυακό τόπο.
δθ) Η μέριμνα για την εκπαίδευση στην χρήση των 
συστημάτων από τους φορείς και εξωτερικούς χρήστες.
δι) Η ενημέρωση του περιεχομένου των διαδικτυακών 
τόπων.
δια) Η σύνταξη προτάσεων για νέες ηλεκτρονικές υπηρεσίες.
διβ) Η διενέργεια δημοσκοπήσεων μέσω της ιστοσελίδας με σκοπό την μέτρηση της κοινής γνώμης για τις 
διαδικασίες των Υπηρεσιών του Υπουργείου.
διγ) Η προσωποποιημένη πληροφόρηση και ενημέρωση προς τους πολίτες και τις επιχειρήσεις μέσω ηλεκτρονικού ταχυδρομείου."
Άρθρο 34,Επιχειρησιακού Σχεδιασμού Εθνικής Κεντρικής Αρχής Αγορών,"αα) Η υποστήριξη, μέσω εισηγήσεων, της νομοθετικής πρωτοβουλίας του Υπουργείου σε ζητήματα που 
αφορούν στην έκδοση ή την τροποποίηση θεσμικών 
ρυθμίσεων ή κανονιστικών πράξεων που αφορούν στις 
δημόσιες συμβάσεις.
αβ) Η εκπόνηση του μεσοπρόθεσμου στρατηγικού 
σχεδιασμού της Εθνικής Κεντρικής Αρχής Αγορών και 
η εισήγησή του προς τον Γενικό Γραμματέα και την πολιτική ηγεσία του Υπουργείου.
αγ) Ο καθορισμός της στοχοθεσίας των υπηρεσιών της 
Εθνικής Κεντρικής Αρχής Αγορών και η παρακολούθηση 
της επίτευξής της.
αδ) Η εκπόνηση του χρονοπρογραμματισμού των δράσεων της Εθνικής Κεντρικής Αρχής Αγορών.
αε) Η καταγραφή και αποτύπωση των διοικητικών 
διαδικασιών προετοιμασίας, διαχείρισης και εκτέλεσης 
διαγωνιστικών διαδικασιών που διενεργούνται στο πλαίσιο αρμοδιοτήτων της Εθνικής Κεντρικής Αρχής Αγορών 
και η διατύπωση προτάσεων βελτιστοποίησης αυτών.
αστ) Η εισήγηση για τον σχεδιασμό και την παρακολούθηση δεικτών απόδοσης σχετικά με τις δημόσιες 
συμβάσεις προμηθειών και παροχής υπηρεσιών που 
συνάπτονται στο πλαίσιο των αρμοδιοτήτων της Εθνικής 
Κεντρικής Αρχής Αγορών.
αζ) Η εκπόνηση περιοδικών αναφορών για την αξιολόγηση της πορείας εκτέλεσης των διαγωνιστικών διαδικασιών βάσει προσδιορισμένων δεικτών απόδοσης 
που αναφέρονται στη στοχοθεσία της Εθνικής Κεντρικής 
Αρχής Αγορών.
αη) Η κατάρτιση και η υποβολή προς τον Γενικό Γραμματέα και την πολιτική ηγεσία του Υπουργείου του ετήσιου απολογισμού του έργου της Εθνικής Κεντρικής Αρχής 
Αγορών στο πλαίσιο της διενέργειας συγκεντρωτικών 
αγορών αγαθών και υπηρεσιών καθώς και των σχετικών 
επικουρικών δραστηριοτήτων αγορών."
Άρθρο 34,Γενικής Διεύθυνσης,"ββ) Η υποστήριξη της νομοθετικής πρωτοβουλίας 
του Υπουργείου σε θέματα που σχετίζονται με τις αρμοδιότητες της Γενικής Διεύθυνσης, ιδίως μέσω της εκπόνησης ενημερωτικών σημειωμάτων, εισηγήσεων και 
προτάσεων τροποποίησης του ρυθμιστικού πλαισίου 
των Δημοσίων Συμβάσεων.
βγ) Η εισήγηση για την έκδοση των κανονιστικών πράξεων που προβλέπονται από το ρυθμιστικό πλαίσιο των 
δημοσίων συμβάσεων προμήθειας αγαθών και παροχής 
υπηρεσιών.
βδ) Η νομική υποστήριξη των υπηρεσιών της Γενικής 
Διεύθυνσης κατά τη σύνταξη και την εισήγηση για την 
έκδοση εγκυκλίων.
βε) Η σύνταξη και η εισήγηση για την έκδοση των αποφάσεων, σχετικά με τις αρμοδιότητες, τη συγκρότηση, 
τον ορισμό των μελών, το έργο και τον τρόπο λειτουργίας 
των επιτροπών που λειτουργούν στη Γενική Διεύθυνση, 
καθώς και έκτακτων επιτροπών ή ομάδων εργασίας που 
συγκροτούνται για ειδικά θέματα δημοσίων συμβάσεων 
και η μέριμνα για την αποζημίωση των μελών των επιτροπών, καθώς και κάθε τρίτου που δικαιούται αμοιβής 
λόγω συμμετοχής του στις επιτροπές και τις ομάδες εργασίας.
βστ) Η μελέτη και εισήγηση μέτρων επί θεσμικών και 
οργανωτικών θεμάτων του Κεντρικού Ηλεκτρονικού Μητρώου Δημοσίων Συμβάσεων (ΚΗΜΔΗΣ) και του Εθνικού Συστήματος Ηλεκτρονικών Δημοσίων Συμβάσεων 
(ΕΣΗΔΗΣ) και η έκδοση σχετικών αποφάσεων, εγκυκλίων 
και η παροχή οδηγιών σε συνεργασία με τη Διεύθυνση 
Διαχείρισης, Ανάπτυξης και Υποστήριξης ΕΣΗΔΗΣ του 
Υπουργείου Ψηφιακής Διακυβέρνησης.
βζ) Η μελέτη και η εισήγηση μέτρων επί θεσμικών θεμάτων των δημοσίων συμβάσεων προμήθειας αγαθών 
και παροχής υπηρεσιών.
βη) Η παρακολούθηση των εξελίξεων επί ζητημάτων 
ρυθμιστικού πλαισίου επί των δημοσίων συμβάσεων 
προμήθειας αγαθών και υπηρεσιών στην ΕΕ και η έκδοση εγκυκλίων με σκοπό τον συντονισμό των φορέων, 
σχετικά με την ομοιόμορφη εφαρμογή της εθνικής και 
ενωσιακής νομοθεσίας.
βθ) Η υποστήριξη της εκπροσώπησης του Υπουργείου 
στην ΕΕ και σε διεθνείς οργανισμούς ιδίως για θέματα 
που αφορούν στη λειτουργία Κεντρικών Αρχών Αγορών. 
βι) Η δημιουργία υποδειγμάτων διακηρύξεων, συμβάσεων, πρακτικών επιτροπών και πρωτοκόλλων παραλαβής, καθώς και η διαρκής επιμέλεια για την επικαιροποίησή τους, σχετικά με την προμήθεια αγαθών και 
υπηρεσιών που διενεργεί η Γενική Διεύθυνση ή άλλες 
αναθέτουσες αρχές στο πλαίσιο των αρμοδιοτήτων της 
ως Εθνικής Κεντρικής Αρχής Αγορών."
Άρθρο 34,Προγραμματισμού Κεντρικών Αγορών και Επιτελικής Πληροφόρησης,"γγ) Ο προσδιορισμός των αναθετουσών αρχών που 
προσφεύγουν υποχρεωτικά στις κεντρικές δραστηριότητες αγορών της Γενικής Διεύθυνσης Δημοσίων 
Συμβάσεων και τις κατηγορίες αγαθών και υπηρεσιών 
που θα αποτελέσουν αντικείμενο ομαδοποίησης που 
διενεργούνται από τη Γενική Διεύθυνση για την έκδοση 
των σχετικών κανονιστικών πράξεων.
γδ) Η συγκέντρωση και η επεξεργασία των προγραμματισμένων αναγκών των αναθετουσών αρχών που συμμετέχουν σε κεντρικές και επικουρικές δραστηριότητες 
αγορών της Γενικής Διεύθυνσης.
γε) Η χρήση του κωδικολογίου της ΕΕ (CΡV).
γστ) Η εισήγηση για την υιοθέτηση οργανωτικών και 
θεσμικών ρυθμίσεων σχετικά με τον προγραμματισμό 
των προμηθειών αγαθών και γενικών υπηρεσιών των 
αναθετουσών αρχών της χώρας.
γζ) Ο σχεδιασμός και η ανάπτυξη ηλεκτρονικών τεχνικών ανάθεσης δημοσίων συμβάσεων και, ιδίως, των 
δυναμικών συστημάτων αγορών, των ηλεκτρονικών καταλόγων και των ηλεκτρονικών πλειστηριασμών.
γη) Η παροχή επιχειρησιακής και τεχνικής συνδρομής στο Τμήμα Διαχείρισης Συμφωνιών – Πλαίσιο και 
Ηλεκτρονικών Καταλόγων σχετικά με τον σχεδιασμό, 
τη δημιουργία, την επικαιροποίηση και τη διαχείριση 
των ηλεκτρονικών καταλόγων, καθώς και η επίλυση των 
σχετικών προβλημάτων.
γθ) Η μέριμνα για την υλοποίηση του Μητρώου Οικονομικών Φορέων για την προμήθεια αγαθών και την 
παροχή υπηρεσιών.
γι) Η παρακολούθηση, μελέτη και αξιολόγηση βέλτιστων πρακτικών ηλεκτρονικών δημοσίων συμβάσεων 
και ηλεκτρονικών τεχνικών αγορών από ευρωπαϊκές 
χώρες και η υποβολή σχετικών προτάσεων στη Γενική 
Διεύθυνση για την ομαλή και έγκαιρη υιοθέτηση αυτών.
για) Η επιχειρησιακή διαχείριση του υποσυστήματος 
Επιχειρηματικής Ευφυΐας (Βusiness Ιntelligence) του 
ΕΣΗΔΗΣ σε συνεργασία με την αρμόδια Υπηρεσία διαχείρισης του ΕΣΗΔΗΣ.
γιβ) Η εκπόνηση και παροχή περιοδικών αναφορών 
επιτελικής πληροφόρησης στατιστικών, απολογιστικών 
και ενημερωτικών στοιχείων, μέσω του υποσυστήματος 
Επιχειρηματικής Ευφυΐας (Βusiness Ιntelligence) του 
ΕΣΗΔΗΣ, σχετικά με τις δημόσιες συμβάσεις των φορέων του Δημοσίου, και ιδίως αυτών που διενεργούνται 
από τη Γενική Διεύθυνση, και που καταχωρούνται στο 
ΕΣΗΔΗΣ και το ΚΗΜΔΗΣ, προς το Τμήμα Επιχειρησιακού Σχεδιασμού Εθνικής Κεντρικής Αρχής Αγορών, 
άλλες αρμόδιες υπηρεσίες, όργανα της ΕΕ και διεθνείς 
οργανισμούς.
γιγ) Η εισήγηση για τη λήψη βελτιωτικών μέτρων για 
το ΟΠΣ ΕΣΗΔΗΣ και για το ΚΗΜΔΗΣ σε συνεργασία με 
την αρμόδια Υπηρεσία διαχείρισης του ΕΣΗΔΗΣ."
Άρθρο 34,Κεντρικές Αρχές Αγορών,"δδ) Η παροχή οδηγιών και η σύνταξη εγκυκλίων προς 
τις Κεντρικές Αρχές Αγορών και τις αναθέτουσες αρχές 
σχετικά με τη διεξαγωγή ή τον σχεδιασμό διαδικασιών 
σύναψης δημοσίων συμβάσεων προμήθειας αγαθών 
και υπηρεσιών.
δε) Η εισήγηση για τον ορισμό των Κεντρικών Αρχών 
Αγορών για την προμήθεια αγαθών και υπηρεσιών και 
η σύνταξη των σχετικών κανονιστικών πράξεων με τις 
υπηρεσίες των συναρμόδιων Υπουργείων.
δστ) Η εισαγωγή στο αρμόδιο συλλογικό όργανο που 
συγκροτείται με μέριμνα της Γενικής Διεύθυνσης των 
εισηγήσεων των αναθετουσών αρχών σχετικά με ζητήματα που αφορούν στον αποκλεισμό οικονομικών φορέων από τη συμμετοχή τους σε δημόσιες συμβάσεις.
δζ) Η τήρηση μητρώου αναθετουσών αρχών που συμμετέχουν σε κεντρικές και επικουρικές δραστηριότητες 
αγορών της Γενικής Διεύθυνσης.
δη) Ο σχεδιασμός και η διοργάνωση εκπαιδευτικών 
προγραμμάτων για τη βελτίωση των επαγγελματικών 
δεξιοτήτων του προσωπικού της Γενικής Διεύθυνσης.
δθ) Ο σχεδιασμός εκπαιδευτικών προγραμμάτων σχετικά με τις διαδικασίες προετοιμασίας και διενέργειας 
διαδικασιών σύναψης δημοσίων συμβάσεων για την 
προμήθεια αγαθών και υπηρεσιών.
δι) Η υλοποίηση της Σύστασης της Ευρωπαϊκής Επιτροπής για την επαγγελματοποίηση στον τομέα των 
δημοσίων συμβάσεων όσον αφορά στα στελέχη της 
Γενικής Διεύθυνσης.
δια) Η διοργάνωση ενημερωτικών δράσεων με τη συμμετοχή αναθετουσών αρχών και επιχειρήσεων σχετικά 
με τα θέματα αρμοδιότητας της Γενικής Διεύθυνσης.
διβ) Ο σχεδιασμός, η ανάπτυξη και η υποστήριξη της 
χρήσης των εργαλείων των Δημοσίων Συμβάσεων Καινοτομίας και των Προεμπορικών Δημοσίων Συμβάσεων.
διγ) Η μέριμνα για τη λειτουργία Κέντρου Αριστείας 
για τη σύναψη Δημοσίων Συμβάσεων Καινοτομίας και 
Προεμπορικών Δημοσίων Συμβάσεων."
