Article,Unit,Value
Άρθρο 18,Στο Τμήμα Σχεδιασμού και Ανάπτυξης Εφαρμογών Τεχνολογίας Πληροφορικής και Επικοινωνιών,"αα) ο συντονισμός της εφαρμογής οριζόντιων δράσεων της δημόσιας διοίκησης, που αφορούν την ηλεκτρονική διακυβέρνηση, ββ) ο σχεδιασμός συστημάτων και υποδομών και η 
επίβλεψη και εκτέλεση έργων πληροφορικής και επικοινωνιών του Υπουργείου, γγ) η μέριμνα για τη δημιουργία εφαρμογών ηλεκτρονικής εξυπηρέτησης του πολίτη (e-Services), σε συνεργασία με τις καθ΄ ύλην αρμόδιες υπηρεσίες του Υπουργείου 
και των εποπτευόμενων φορέων αυτού, δδ) η μέριμνα για την ηλεκτρονική έκδοση και διακίνηση εγγράφων, "
Άρθρο 18,Στο Τμήμα Υποστήριξης Χρηστών Λειτουργίας Συστημάτων και Δικτύου,"αα) η υποστήριξη των χρηστών του Υπουργείου σε 
θέματα λογισμικού και εξοπλισμού, ββ) η διαχείριση και η αναβάθμιση των πληροφοριακών συστημάτων και υποδομών Τ.Π.Ε., γγ) η μέριμνα για την εφαρμογή των αναγκαίων πολιτικών ασφάλειας των συστημάτων και προστασίας των 
δεδομένων καθώς και για την τήρηση αντιγράφων εφεδρείας των πληροφοριακών δεδομένων, δδ) η διαχείριση των ψηφιακών υπογραφών, εε) η διαχείριση της ηλεκτρονικής αλληλογραφίας και 
του ηλεκτρονικού πρωτοκόλλου. "
Άρθρο 18,Στο Τμήμα Διαδικτύου και Πληροφόρησης,"αα) η διαχείριση του περιεχομένου του διαδικτυακού 
τόπου και των θεματικών ιστοσελίδων του Υπουργείου 
και ο συντονισμός ενεργειών για τη δημιουργία ψηφιακού περιεχομένου και ηλεκτρονικών υπηρεσιών, ββ) η εξυπηρέτηση και πληροφόρηση των πολιτών με 
τη χρήση φυσικών και ηλεκτρονικών μέσων συμπεριλαμβανομένων εφαρμογών e-services που έχουν δημιουργηθεί από το Τμήμα του άρθρου 19 Παρ.2α, γγ) η λειτουργία και η διαχείριση του Εθνικού Δικτύου 
Πληροφοριών Περιβάλλοντος (e-ΠΕΡ) και ο συντονισμός 
των φορέων της χώρας που συμμετέχουν στο Ευρωπαϊκό Δίκτυο Περιβαλλοντικών Πληροφοριών και Παρατηρήσεων (Εnvironmental Ιnformation and Οbservation Νetwork, ΕΙΟΝΕΤ), δδ) ο σχεδιασμός, η υλοποίηση και η παρακολούθηση 
προγραμμάτων ευαισθητοποίησης, εε) η διαχείριση του υλικού της βιβλιοθήκης του 
Υπουργείου. "
Άρθρο 18,Στο Τμήμα Στατιστικών και Δεικτών,"αα) ο συντονισμός των εργασιών των στατιστικών 
τμημάτων του Υπουργείου για την εκπλήρωση των αρχών του Κώδικα Ορθής Πρακτικής για τις Ευρωπαϊκές 
Στατιστικές, όπως κάθε φορά ισχύει, ββ) η κατάρτιση Στατιστικών εκθέσεων και του Στατιστικού Προγράμματος του Υπουργείου προς την 
ΕΛ.ΣΤΑΤ, γγ) η μέριμνα για τη διάδοση όλων των στατιστικών 
του Υπουργείου με έναν αμερόληπτο, αντικειμενικό, 
επαγγελματικό και διαφανή τρόπο, όπου θα υπάρχει 
ίση μεταχείριση όλων των χρηστών, δδ) η παρακολούθηση της τήρησης του ημερολόγιου 
ανακοινώσεων από όλες τις αρμόδιες υπηρεσίες και την 
εξασφάλιση της ισότιμης και ταυτόχρονης πρόσβασης 
σε αυτό από όλους τους χρήστες, εε) η κατάρτιση ετήσιου στατιστικού προγράμματος 
εργασίας, το οποίο υποβάλλει για έγκριση στην ΕΛ.ΣΤΑΤ 
μέχρι το τέλος Ιανουαρίου του προηγούμενου της εφαρμογής έτους, στστ) η κατάρτιση ετήσιας έκθεσης απολογισμού του 
στατιστικού προγράμματος του Υπουργείου για το προηγούμενο έτος, σύμφωνα με οδηγίες που παρέχονται 
από την ΕΛ.ΣΤΑΤ, ζζ) η συγκέντρωση και διατήρηση όλων των στατιστικών στοιχείων και δεικτών του Υπουργείου σε συνεργασία με τις συναρμόδιες υπηρεσίες."
Άρθρο 19,Στο Τμήμα Εθνικής Υποδομής Γεωχωρικών Πληροφοριών,"αα) η υποβολή προτάσεων, η γνωμοδότηση και υποστήριξη του Υπουργείου στην άσκηση των αρμοδιοτήτων του που απορρέουν από την κείμενη νομοθεσία 
αναφορικά με την Εθνική Υποδομή Γεωχωρικών Πληροφοριών (ΕΥΓΕΠ) και την εφαρμογή της Ευρωπαϊκής 
Οδηγίας 2007/2/ΕΚ (ΙΝSΡΙRΕ), ββ) η εισήγηση στον Υπουργό Περιβάλλοντος και 
Ενέργειας και στα προβλεπόμενα από το νόμο συλλογικά 
όργανα, κατά τις κατά το νόμο αρμοδιότητές τους, των 
πάσης φύσεως νομοθετικών και οργανωτικών μέτρων 
και πολιτικών, σε στρατηγικό, επιχειρησιακό και τεχνικό 
επίπεδο που είναι αναγκαία για τη δημιουργία και λειτουργία της ΕΥΓΕΠ, για την εφαρμογή της Ευρωπαϊκής 
Οδηγίας 2007/2/ΕΚ και για τη συμμετοχή της χώρας στην 
Ευρωπαϊκή υποδομή ΙΝSΡΙRΕ, μεταξύ των οποίων συγκαταλέγεται η «Εθνική Πολιτική Γεωπληροφορίας» και το 
«Εθνικό Πλαίσιο Διαλειτουργικότητας Γεωπληροφορίας 
και Υπηρεσιών» και ο καθορισμός καθώς και το πλαίσιο 
διασφάλισης ποιότητας των γεωχωρικών δεδομένων, 
μεταδεδομένων και δικτυακών υπηρεσιών που εντάσσονται στην ΕΥΓΕΠ, γγ) η υποστήριξη του Υπουργείου ως σημείου επαφής 
προς την Ευρωπαϊκή Ένωση και τα αρμόδια όργανά της, 
για θέματα που αφορούν την εφαρμογή της Οδηγίας 
2007/2/ΕΚ και η εκπροσώπηση σε εθνικό επίπεδο σε 
σχετικές Επιτροπές και Ομάδες εργασίας,  δδ) η μέριμνα για τη συγκρότηση και λειτουργία των 
κατά το νόμο προβλεπόμενων συλλογικών οργάνων και 
ομάδων εργασίας, για την ανάπτυξη και λειτουργία της 
ΕΥΓΕΠ και την εφαρμογή της Οδηγίας 2007/2/ΕΚ, όπως 
εκάστοτε ισχύουν, η υποβολή προτάσεων, γνωμοδοτήσεων, εισηγήσεων και εκθέσεων προόδου προς αυτά, 
στο πλαίσιο των αρμοδιοτήτων τους, καθώς και η μέριμνα για τη διάδοση και την υλοποίηση των αποφάσεων 
και γνωμοδοτήσεών τους, με στόχο τον αποτελεσματικό 
συντονισμό των εμπλεκόμενων Δημοσίων Αρχών, εε) η διαχείριση του ψηφιακού περιεχομένου για τη 
λειτουργία της Εθνικής Πύλης Γεωχωρικών Πληροφοριών και η μέριμνα για την παροχή των σχετικών υπηρεσιών της, στστ) η εισήγηση στον Υπουργό Περιβάλλοντος και 
Ενέργειας και στα κατά το νόμο αρμόδια συλλογικά όργανα στο πλαίσιο των αρμοδιοτήτων τους, των όρων 
και προϋποθέσεων συμμετοχής τρίτων στην ΕΥΓΕΠ, η 
εξασφάλιση της δυνατότητας συμμετοχής τους και η 
παρακολούθηση αυτής, ζζ) η οργάνωση εκπαιδευτικών και ενημερωτικών δράσεων και η διάχυση πληροφορίας προς δημόσιες αρχές 
και τρίτους, ως προς τη δημιουργία και λειτουργία της 
ΕΥΓΕΠ και την εφαρμογή της Οδηγίας 2007/2/ΕΚ, ηη) η εκτέλεση άλλων ενεργειών που απορρέουν από 
την ισχύουσα νομοθεσία αναφορικά με την εφαρμογή 
της οδηγίας 2007/2/ΕΚ, σε συνεργασία με τα κατά το 
νόμο αρμόδια όργανα/φορείς, θθ) η παροχή οδηγιών και υποστήριξης προς συναρμόδιες υπηρεσίες για την εφαρμογή των εκτελεστικών 
διατάξεων της Οδηγίας 2007/2/ΕΚ και των διατάξεων 
που αφορούν στη λειτουργία της ΕΥΓΕΠ."
Άρθρο 19,Στο Τμήμα Προτύπων Προδιαγραφών Γεωχωρικών Δεδομένων Χωρικού Σχεδιασμού Περιβάλλοντος και Ενέργειας,"αα) η σύνταξη τυποποιητικών κειμένων, (προτύπων, προδιαγραφών, κανονισμών κλπ )όσον αφορά στα γεωχωρικά δεδομένα και τις διαδικασίες παραγωγής τους, 
για κάθε θεματικό αντικείμενο αρμοδιότητας του ΥΠΕΝ, 
καθώς και σε πολιτικές, οργανωτικές δράσεις και αρμοδιότητες, μηχανισμούς συντονισμού και παρακολούθησης 
για το σχεδιασμό, την ανάπτυξη, τη συντήρηση και τη 
λειτουργία της Υποδομής Γεωχωρικών Πληροφοριών 
του ΥΠΕΝ, σε υποχρεωτική συνέργεια με τις κατά περίπτωση αρμόδιες υπηρεσιακές μονάδες, ββ) η διασφάλιση των απαιτήσεων της σχετικής νομοθεσίας, για την καταγραφή, παραγωγή, τήρηση, έλεγχο 
και επικαιροποίηση όλων των γεωχωρικών δεδομένων, 
μεταδεδομένων και υπηρεσιών που παράγουν με ίδια 
μέσα οι υπηρεσιακές μονάδες του ΥΠΕΝ ή παραλαμβάνουν μέσω μελέτης, προμήθειας ή διαδικτυακής υπηρεσίας, σε υποχρεωτική συνέργεια με τις κατά περίπτωση 
αρμόδιες θεματικές υπηρεσίας του ΥΠΕΝ, προκειμένου 
αυτά να εντάσσονται στην ΥΓΕΠ του ΥΠΕΝ, την ΕΥΓΕΠ, 
καθώς και στην Ευρωπαϊκή Υποδομή ΙΝSΡΙRΕ. γγ) η υποστήριξη των αντίστοιχων θεματικών Διευθύνσεων του Υπουργείου με τη έκδοση διευκρινιστικών 
εγκυκλίων και την προώθηση εκπαιδευτικών-επιμορφωτικών δράσεων και εν γένει πληροφοριακού υλικού, ώστε  i) οι χάρτες και τα διαγράμματα που συνοδεύουν διοικητικές πράξεις να συντάσσονται με μέριμνα των ίδιων των 
υπηρεσιών, σε ψηφιακή μορφή και να συνοδεύονται από 
τα απαραίτητα γεωχωρικά δεδομένα, σύμφωνα με τις 
ισχύουσες προδιαγραφές και ii) κάθε είδους επικοινωνία, συναλλαγή ή υποβολή στοιχείων μεταξύ δημοσίων 
αρχών, μελετητών και πολιτών για την έγκριση μελετών 
και σχεδίων να εκτελείται αποκλειστικά ηλεκτρονικά, με 
τεχνικά μέσα που να προσφέρουν ιχνηλασιμότητα και 
διαφάνεια, και όλες οι αποφάσεις, σε κάθε εγκριτικό στάδιο και ενδιάμεσο βήμα, να δημοσιεύονται αμελλητί στο 
διαδίκτυο (συνολικά ως κείμενα, χάρτες, διαγράμματα και σύνολα γεωχωρικών δεδομένων) μέσω του πληροφοριακού συστήματος της ΥΓΕΠ του ΥΠΕΝ."
Άρθρο 19,Στο Τμήμα Διαχείρισης Γεωχωρικών Δεδομένων και Ανάπτυξης Υποδομών Γεωχωρικών Πληροφοριών,"αα) ο σχεδιασμός, η ανάπτυξη και η διαχείριση του 
πληροφοριακού συστήματος που θα υποστηρίζει τη λειτουργία της Υποδομής Γεωχωρικών Πληροφοριών του 
Υπουργείου (ΥΓΕΠ) και της Εθνικής Υποδομής Γεωχωρικών Πληροφοριών (ΕΥΓΕΠ), στο οποίο περιλαμβάνονται 
δεδομένα, μεταδεδομένα, υπηρεσίες και τεχνολογικά 
μέσα και μηχανισμοί συντονισμού και παρακολούθησης. ββ) Η σύνδεση των υπηρεσιών της Εθνικής Υποδομής Γεωχωρικών Πληροφοριών στη διαδικτυακή πύλη 
ΙΝSΡΙRΕ και η παρακολούθηση αυτής. γγ) η επίβλεψη και εκτέλεση, με την έννοια της παρακολούθησης και υποστήριξης της λειτουργίας, σχετικών έργων γεωπληροφορικής, προς ένταξη στην ΥΓΕΠ 
και την ΕΥΓΕΠ και χρήση από τις θεματικές Δ/νσεις του 
ΥΠΕΝ, δδ) ο έλεγχος και η παρακολούθηση εφαρμογής των 
προδιαγραφών και κανονισμών παραγωγής γεωχωρικών δεδομένων στο πλαίσιο αρμοδιοτήτων και έργων 
όλων των υπηρεσιακών μονάδων του ΥΠΕΝ, καθώς και 
για κάθε διοικητική πράξη που εκδίδεται ή προωθείται 
για γνωμοδότηση από αρμόδιο τεχνικό συμβούλιο ή 
όργανο, ως προς τη συμμόρφωση (των γεωχωρικών δεδομένων) με τις ισχύουσες τεχνικές προδιαγραφές, με τη 
χορήγηση σχετικών βεβαιώσεων μέσω αυτοματοποιημένων διαδικασιών, σε υποχρεωτική συνέργεια με τις κατά 
περίπτωση αρμόδιες θεματικές υπηρεσίας του ΥΠΕΝ. εε) η υποστήριξη των θεματικών Διευθύνσεων του 
Υπουργείου στη μετάπτωση και ένταξη (εισαγωγή με όρους διαλειτουργικότητας) στην ΥΓΕΠ και την ΕΥΓΕΠ 
υφιστάμενων και νέων δεδομένων και στην εν γένει διαχείριση των γεωχωρικών δεδομένων τους, με παραγωγική εφαρμογή της μεθοδολογίας, των εργαλείων και 
διαδικασιών που αναπτύσσει η Διεύθυνση. στστ) η ανάπτυξη στο σύστημα της αα) παρ. εφαρμογών και υπηρεσιών λογικής επεξεργασίας των γεωχωρικών δεδομένων, προς χρήση από τις αρμόδιες θεματικές 
διευθύνσεις, που να υποστηρίζουν λειτουργίες όπως:
- εισαγωγή των ήδη διαθέσιμων δεδομένων ή αυτών 
που θα παράγονται ως παραδοτέα νέων μελετών. Τα 
δεδομένα θα υποβάλλονται σύμφωνα με τις επικαιροποιημένες προδιαγραφές. Το σύστημα θα πρέπει να παρέχει δυνατότητες υποστήριξης τόσο των περιγραφικών 
(εκθέσεις, νομοθεσία, φωτογραφικό υλικό τεκμηρίωσης κλπ.) όσο και των αμιγώς γεωχωρικών δεδομένων που 
θα υποβάλλονται.
- μετασχηματισμός, ομογενοποίηση και ταξινόμηση θεματικών γεωχωρικών πληροφοριών και παροχή 
χαρτογραφικών διαδικτυακών υπηρεσιών (web map services) μέσω των οποίων η ΥΓΕΠ θα υποστηρίζει την 
παραγωγή ορθών χαρτογραφικών απεικονίσεων.
- έλεγχος και παρακολούθηση εφαρμογής των προδιαγραφών και κανονισμών, σχετικών με το ειδικό περιεχόμενο, τις διαδικασίες και προθεσμίες για την εκπόνηση, αξιολόγηση (ή προώθηση για γνωμοδότηση από αρμόδιο τεχνικό συμβούλιο) έγκριση και τροποποίηση μελετών και διοικητικών πράξεων, καθώς και 
των συνοδών γεωχωρικών δεδομένων που παράγονται 
στο πλαίσιο των αρμοδιοτήτων των υπηρεσιακών μονάδων του ΥΠΕΝ, με τη χορήγηση σχετικών βεβαιώσεων, 
μέσω αυτοματοποιημένων διαδικασιών και εργαλείων 
του πληροφοριακού συστήματος, περί"
Άρθρο 19,##Διεύθυνση Γεωχωρικών Πληροφοριών Επιχειρησιακοί,"α) συμμόρφωσης των γεωχωρικών δεδομένων, μεταδεδομένων και 
διαδικτυακών υπηρεσιών, με τις ισχύουσες προδιαγραφές, β) ασφαλούς ενημέρωσης της βάσης δεδομένων 
με καταχώρηση στο πληροφοριακό σύστημα της παραγράφου  αα) των απαραίτητων δεδομένων και γ) έγκυρης και 
έγκαιρης δημοσίευσης των δεδομένων κάθε πράξης σε 
κοινή θέαση και χρήση, μέσω Εθνικού Τυπογραφείου 
ή άλλου αρμόδιου Φορέα, μετά από αξιολόγηση των 
συνοδών ψηφιακών αρχείων. 
- κύρωση/επικαιροποίηση/εξειδίκευση και άρση συγκρούσεων/επικαλύψεων ρυθμίσεων των πράξεων που 
βρίσκονται ήδη σε ισχύ σε συμβατική μορφή (έντυπα κείμενα/χάρτες) λόγω αλλαγής τεχνολογικής βάσης (ψηφιοποίηση). 
- συμμετοχικές διαδικασίες διαβούλευσης, στην οποία 
οι πολίτες, οι φορείς, οι επαγγελματίες, η επιστημονική 
κοινότητα, ΚΑ# θα έχουν πρόσβαση στα παραδοτέα των 
μελετών και ειδικά στις προτάσεις που αυτές θα καταλήγουν, θα μπορούν να υποβάλλουν σχόλια, να εκφράσουν 
τη γνώμη τους. Θα πρέπει να υποστηρίζεται και η ανάρτηση των σχολίων/προτάσεων που έγιναν αποδεκτά, με 
την αιτιολόγησή τους. 
- ηλεκτρονική διαδικασία υποβολής / παρακολούθησης / διάθεσης / δημοσιοποίησης, μέσω της οποίας κάθε 
είδους επικοινωνία, συναλλαγή ή υποβολή γεωχωρικών 
δεδομένων μεταξύ δημοσίων αρχών, μελετητών και πολιτών για την έγκριση μελετών και σχεδίων που θα επιλεγούν, να εκτελείται αποκλειστικά ηλεκτρονικά, με τεχνικά 
μέσα που να προσφέρουν ιχνηλασιμότητα και διαφάνεια, 
και όλες οι απόφασεις σε κάθε εγκριτικό στάδιο και ενδιάμεσο βήμα να δημοσιεύονται αμελλητί στο διαδίκτυο 
(συνολικά ως κείμενα, χάρτες, διαγράμματα και σύνολα γεωχωρικών δεδομένων) μέσω αυτοματοποιημένων διαδικασιών του πληροφοριακού συστήματος της ΥΓΕΠ.
- καθώς και κάθε άλλη εφαρμογή και υπηρεσία, που θα 
απαιτηθεί για την λειτουργία των υποδομών του ΥΠΕΝ. ζζ) η παροχή τεχνικής υποστήριξης, υπηρεσιών και 
εργαλείων (ελέγχου συμμόρφωσης, μετασχηματισμού, μετάπτωσης, φιλοξενίας δεδομένων, ΚΑ#) για την εφαρμογή της κείμενης νομοθεσίας αναφορικά με τις υποδομές που αναπτύσσει και διαχειρίζεται η Διεύθυνση."
Άρθρο 20,##Αυτοτελές Τμήμα Εσωτερικού Ελέγχου Αρμοδιότητες Στο,"αα) η παροχή ελεγκτικών - συμβουλευτικών αρμοδιοτήτων, όπως: α) ο έλεγχος επάρκειας του συστήματος εσωτερικού 
ελέγχου (internal control) του Υπουργείου και η εισήγηση των σχετικών βελτιωτικών προτάσεων, β) ο έλεγχος εφαρμογής των κανόνων δικαίου, ο έλεγχος της νομιμότητας και κανονικότητας των δαπανών 
*INTOSAI*, όπως και του εσωτερικού 
κανονιστικού πλαισίου λειτουργίας του Υπουργείου, γ) η αξιολόγηση της οικονομίας, της αποδοτικότητας 
και της αποτελεσματικότητας των δραστηριοτήτων του 
Υπουργείου (δηλαδή η αξιολόγηση της λειτουργίας του βάσει της αρχής της χρηστής δημοσιονομικής διαχείρισης), δ) η αξιολόγηση του προγραμματισμού του σχεδιασμού και της εκτέλεσης των λειτουργιών του Υπουργείου, ε) ο έλεγχος της ορθής διενέργειας των δαπανών, της 
ορθής είσπραξης και εμφάνισης των εσόδων, της διαχείρισης κινδύνων, όπως και της διαχείρισης της περιουσίας του φορέα με την εξακρίβωση του ενεργητικού 
και παθητικού και του μισθολογικού κόστους, για τον 
εντοπισμό τυχόν φαινομένων κακοδιοίκησης και κακοδιαχείρισης, κατάχρησης, σπατάλης, απάτης ή διαφθοράς 
και την αποτροπή τους στο μέλλον, στ) ο έλεγχος πληροφοριακών συστημάτων, προκειμένου να διαπιστωθεί κατά πόσον επιτυγχάνουν τους σκοπούς τους και εάν έχουν ενσωματωθεί σε αυτά επαρκείς 
ασφαλιστικές δικλείδες / μηχανισμοί ελέγχου, ζ) η διαβεβαίωση περί της ακρίβειας, της αξιοπιστίας 
και της έγκαιρης προετοιμασίας των χρηματοοικονομικών (και λοιπών) αναφορών. ββ) η παροχή διαβεβαίωσης περί της επάρκειας των 
συστημάτων διαχείρισης και ελέγχου του Υπουργείου, γγ) η διενέργεια τακτικού ελέγχου των παγίων προκαταβολών του Υπουργείου, δδ) η διενέργεια οικονομικού και διαχειριστικού ελέγχου των δημοσίων υπολόγων και δημοσίων διαχειρίσεων 
που υπάγονται στο Υπουργείο, εε) η διενέργεια ένορκης διοικητικής εξέτασης σε περίπτωση απώλειας δικαιολογητικών πληρωμής δημόσιας 
δαπάνης πριν την έκδοση τίτλου πληρωμής, στστ) η έρευνα της ύπαρξης αντικειμενικής αδυναμίας απόδοσης λογαριασμού χρηματικού εντάλματος 
προπληρωμής,"
Άρθρο 23,Στο Τμήμα Προστατευόμενων Περιοχών,"αα) η μέριμνα για την εισήγηση πολιτικών και μέτρων 
για τη διαχείριση και προστασία του φυσικού περιβάλλοντος της χώρας συμπεριλαμβανομένης της θεσμοθέτησης προστατευόμενων περιοχών, η εποπτεία της 
εφαρμογής των θεσμοθετημένων μέτρων προστασίας 
και διαχείρισης των προστατευόμενων περιοχών και η 
υποστήριξη των φορέων διαχείρισης αυτών, ββ) ο συντονισμός, η παρακολούθηση, ο έλεγχος και 
η προώθηση της διαδικασίας έγκρισης των Ειδικών Περιβαλλοντικών Μελετών (Ε.Π.Μ.) και των σχεδίων ΠΔ 
καθώς και η αξιολόγηση της εφαρμογής της αποτελεσματικότητας των ρυθμίσεων των Π.Δ,  γγ) η κατάρτιση Σχεδίων Διαχείρισης και Σχεδίων Δράσης και η αξιολόγηση της εφαρμογής τους,  δδ) ο σχεδιασμός και η υλοποίηση προγράμματος εποπτείας που προβλέπεται από την Οδηγία 92/43/ΕΟΚ και 
την Οδηγία 2009/147/ΕΕ,  εε) η δέουσα εκτίμηση επιπτώσεων, για έργα και δραστηριότητες σύμφωνα με το άρθρο 6 της Οδηγίας 92/43/
ΕΟΚ, στστ) η συλλογή, αξιολόγηση και αξιοποίηση πρωτογενών δεδομένων παρακολούθησης από άλλες πηγές,  ζζ) η εκπροσώπηση της χώρας σε διεθνείς και κοινοτικές συναντήσεις που αφορούν τα αντικείμενα του 
Τμήματος συμπεριλαμβανομένης και της σύνταξης εκθέσεων εφαρμογής/αναφοράς, ηη) η ανάπτυξη εργαλείων για συστήματα λήψης απόφασης και η επικαιροποίηση των στόχων διατήρησης,  θθ) η ανάπτυξη και η εφαρμογή δεικτών για την παρακολούθηση της εφαρμογής των εθνικών, ενωσιακών 
και διεθνών στρατηγικών και πολιτικών για τη διατήρηση 
και διαχείριση του φυσικού περιβάλλοντος,  ιι) ο σχεδιασμός και η λειτουργία συστήματος συλλογής δεδομένων για τους τύπους οικοτόπων."
Άρθρο 23,Στο Τμήμα Βιοποικιλότητας,"αα) η μέριμνα για την εισήγηση πολιτικών, δράσεων 
και μέτρων προτεραιότητας για τη διαχείριση και προστασία της βιοποικιλότητας,  ββ) η εφαρμογή και η αξιολόγηση εφαρμογής της 
Στρατηγικής και των Σχεδίων Δράσης για τη βιοποικιλότητα,  γγ) ο σχεδιασμός και η υλοποίηση εθνικής απογραφής 
της βιοποικιλότητας,  δδ) η εφαρμογή της κοινοτικής νομοθεσίας και των 
διεθνών συμβάσεων για τα ξενικά- εισβλητικά είδη, την 
πρόσβαση στους γενετικούς πόρους και τη βιοσφάλεια 
και η εκπροσώπηση του Υπουργείο στο πλαίσιο αυτών 
συμπεριλαμβανομένης και της σύνταξης εκθέσεων 
εφαρμογής/αναφοράς, εε) ο σχεδιασμός προγράμματος παρακολούθησης σημαντικών ενδημικών ειδών και εισβλητικών - ξενικών ειδών,  στστ) η σύνταξη καταλόγου για τα ξενικά είδη, η εκπόνηση έρευνας επικινδυνότητας και η υλοποίηση δράσεων πρόληψης στα σημεία εισαγωγής,  ζζ) η προστασία του φυσικού περιβάλλοντος από γενετικά τροποποιημένους οργανισμούς,  ηη) η συλλογή, αξιολόγηση και αξιοποίηση πρωτογενών δεδομένων παρακολούθησης της βιοποικιλότητας 
από άλλες πηγές,  θθ) η ανάπτυξη και η εφαρμογή δεικτών για την παρακολούθηση της εφαρμογής των εθνικών, ενωσιακών 
και διεθνών στρατηγικών και πολιτικών για τη διατήρηση 
της βιοποικιλότητας,  ιι) η επικαιροποίηση Κόκκινων Καταλόγων,  ιαια) η ανάπτυξη εργαλείων για συστήματα λήψης 
απόφασης και η επικαιροποίηση των στόχων διατήρησης της βιοποικιλότητας, ιβιβ) ο σχεδιασμός και η λειτουργία συστήματος συλλογής δεδομένων για τα είδη της βιοποικιλότητας,  ιγιγ) η εφαρμογή του Πρωτοκόλλου και του Κανονισμού για την πρόσβαση στους γενετικούς πόρους και την 
έκδοση των προβλεπόμενων αδειών και όρων πρόσβασης και χρήσης γενετικών πόρων ειδών που βρίσκονται 
εντός εθνικής επικράτειας, 
 ιδιδ) η προστασία του φυσικού περιβάλλοντος από 
γενετικά τροποποιημένους οργανισμούς και θέματα βιοασφάλειας σε συνεργασία με τα συναρμόδια Υπουργεία."
Άρθρο 25,Στο Τμήμα Κλιματικής Αλλαγής,"αα) η εισήγηση προτάσεων για έργα και δράσεις μετριασμού των εκπομπών αερίων θερμοκηπίου, παρακολούθηση ενωσιακών και διεθνών θεμάτων κλιματικής 
αλλαγής αναφορικά με τις διεργασίες της Σύμβασηςπλαίσιο των Ηνωμένων Εθνών για την Κλιματική Αλλαγή 
και συναφών διεθνών συνεργασιών, ββ) η εποπτεία διαδικασίας απογραφής των εκπομπών 
αερίων θερμοκηπίου της χώρας και υποβολή στα σχετικά όργανα της ΕΕ και ΟΗΕ. Παρακολούθηση, εφαρμογή 
και εναρμόνιση σχετικής ενωσιακής νομοθεσίας, γγ) η εισήγηση νομοθετικών και διοικητικών μέτρων 
για βελτίωση της υφιστάμενης ανθεκτικότητας και ενδυνάμωση της προσαρμοστικής ικανότητας στην προσαρμογή στη κλιματική αλλαγή. Έλεγχος και παρακολούθηση των περιφερειακών σχεδίων προσαρμογής στην 
κλιματική αλλαγή. Υποστήριξη έργου και δράσεων του 
Εθνικού Συμβουλίου για τη Προσαρμογή στη Κλιματική 
Αλλαγή, δδ) η εισήγηση νομοθετικών και διοικητικών μέτρων 
για την προστασία της στοιβάδας όζοντος."
Άρθρο 25,Στο Τμήμα Μηχανισμών Αγοράς και Μητρώου Εκπομπών,"αα) η διαχείριση όλων των μηχανισμών αγοράς που 
σχετίζονται με την κλιματική αλλαγή συμπεριλαμβανομένης της κατάρτισης των Εθνικών Σχεδίων Κατανομής 
(Ε.Σ.Κ.) δικαιωμάτων εκπομπών και της δημοπράτησης 
των εθνικών δικαιωμάτων, η επιβολή κυρώσεων και κάθε 
άλλη σχετική με τα Ε.Σ.Κ. αρμοδιότητα, ββ) η εμπορία δικαιωμάτων εκπομπών αερίων του 
θερμοκηπίου και η τήρηση και διαχείριση σχετικού μητρώου, γγ) η κατάρτιση εθνικών θέσεων, η παρακολούθηση 
και εφαρμογή της ευρωπαϊκής πολιτικής αναφορικά με 
το Ευρωπαϊκό Σύστημα Εμπορίας Δικαιωμάτων Εκπομπών."
